t2A_X0t0	t3A_X0t1	t4A_X0t2	t5A_X0t3	t6A_X0t4	t7A_X0t5	t8A_X0t6	t2B_X1t0	t3B_X1t1	t4B_X1t2	t5B_X1t3	t6B_X1t4	t7B_X1t5	t8B_X1t6	t2C_X2t0	t3C_X2t1	t4C_X2t2	t5C_X2t3	t6C_X2t4	t7C_X2t5	t8C_X2t6	t2A_Y0t0	t3A_Y0t1	t4A_Y0t2	t5A_Y0t3	t6A_Y0t4	t7A_Y0t5	t8A_Y0t6	t2B_Y1t0	t3B_Y1t1	t4B_Y1t2	t5B_Y1t3	t6B_Y1t4	t7B_Y1t5	t8B_Y1t6	t2C_Y2t0	t3C_Y2t1	t4C_Y2t2	t5C_Y2t3	t6C_Y2t4	t7C_Y2t5	t8C_Y2t6	R0	R1	R2	R3	R4	R5	D0	D1	D2	D3	D4	D5	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPD1	signedCPD2	signedCPD3	signedCPD4	signedCPD5	FDR_S1	FDR_S2	FDR_S3	FDR_S4	FDR_S5	FDR_D1	FDR_D2	FDR_D3	FDR_D4	FDR_D5
Ga0196617_10002529	3.00123	3.01979	3.01147	2.97202	2.86791	2.79963	2.84368	2.96737	2.97597	3.01321	2.98054	2.87171	2.86468	2.84226	2.92482	2.99112	3.0385	3.01446	2.87141	2.84955	2.82586	3.27754	3.31343	3.28531	3.32057	3.33572	3.28703	3.31697	3.28062	3.31395	3.29738	3.31972	3.30933	3.2953	3.32026	3.27963	3.29098	3.34785	3.29784	3.29241	3.29589	3.33198	0.09477331668426171	0.09151946788710232	0.0906248456941014	0.09033940866265648	0.09032723113350374	0.09178815595574945	0.00922185825476699	0.00922185825476699	0.00922185825476699	0.00922185825476699	0.00922185825476699	0.00922554548492658	-0.108	-0.05	-0.017	-0.016	0.051	-0.0	-0.0	-0.0	-0.0	0.001	0.5875278118108304	0.6969427860696513	0.8057251870324185	0.8099710836335308	0.6946225941422591	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538
Ga0196617_10002530	2.9233	2.94947	2.93403	2.89517	2.80138	2.75684	2.7572	2.8708	2.8581	2.9515	2.90134	2.78549	2.8048	2.84534	2.82621	2.90218	2.95355	2.92829	2.82887	2.78299	2.7953	3.23398	3.28586	3.27946	3.29062	3.29416	3.26663	3.26997	3.25973	3.28488	3.27401	3.30359	3.27844	3.25137	3.26863	3.23702	3.27534	3.29714	3.28392	3.27178	3.26513	3.29033	0.1331063880555538	0.07657195532139882	0.06950606637195092	0.06713306630547276	0.06700304403267435	0.06773978618369403	0.008133749924196841	0.008133749924196841	0.008133749924196841	0.008133749924196841	0.008133749924196841	0.008133749924196841	-0.747	-0.188	-0.071	-0.009	0.026	-0.0	-0.0	-0.0	-0.0	-0.0	0.1219439528023599	0.4839531409168081	0.6499404196357876	0.8408502170767	0.768990563755141	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002531	2.8966	2.94069	2.90918	2.87439	2.7259	2.72977	2.73986	2.856	2.85243	2.92036	2.85561	2.79747	2.79915	2.73536	2.81614	2.88152	2.94483	2.92335	2.73185	2.782	2.73671	3.1989	3.26347	3.27147	3.26064	3.26423	3.25084	3.26254	3.23839	3.26891	3.25018	3.2555	3.25436	3.25236	3.25239	3.22409	3.24484	3.27991	3.24418	3.25254	3.25972	3.2668	0.16108976023391028	0.10619062012563668	0.1035157774220312	0.10365794063935636	0.10392497742237611	0.1041634418919493	0.01169999170010028	0.01169999170010028	0.01169999170010028	0.01169999170010028	0.01169999170010028	0.01169999170010028	-0.791	-0.103	0.024	0.022	0.024	-0.0	-0.0	-0.0	-0.0	-0.0	0.09940819964349379	0.5932810771820146	0.7763721716818283	0.7848037090827835	0.7763721716818283	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002532	2.9227	2.95674	2.94764	2.91488	2.71494	2.7576	2.7534	2.87577	2.86951	2.95061	2.8901	2.78615	2.78613	2.80963	2.86381	2.92614	2.97154	2.98382	2.7401	2.81449	2.668	3.25478	3.30591	3.30454	3.29431	3.29894	3.29589	3.29297	3.2666	3.29281	3.29404	3.30672	3.30331	3.28326	3.3006	3.26417	3.28309	3.31532	3.2854	3.28843	3.29537	3.31556	0.10237030053021398	0.0638160447826608	0.0607813020667278	0.06074878430471317	0.0608342147602267	0.06121089679827112	0.006439458849941303	0.006439458849941303	0.006439458849941303	0.006439458849941303	0.006439458849941303	0.006439458849941303	-0.628	-0.098	-0.006	0.004	0.012	-0.0	-0.0	-0.0	-0.0	-0.0	0.18309466263846932	0.6015063172671967	0.8529865424430638	0.8595141063619689	0.8276252736666954	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002533	2.93026	2.96531	2.94214	2.89898	2.77727	2.71162	2.76211	2.90255	2.8964	2.93826	2.88353	2.81363	2.77113	2.78218	2.85091	2.91972	2.96495	2.93265	2.81347	2.75769	2.74829	3.28309	3.30631	3.31602	3.30088	3.32787	3.30756	3.32273	3.27652	3.31585	3.29161	3.32009	3.32754	3.31075	3.3221	3.28162	3.30394	3.32941	3.30418	3.31202	3.31166	3.32163	0.08711768626401568	0.07401642027367966	0.07349176002121038	0.07357610261140486	0.07353550336315812	0.07353596572968175	0.007089729574408667	0.007089729574408667	0.007089729574408667	0.007089729574408667	0.007089729574408667	0.007089729574408667	-0.272	-0.028	0.009	-0.008	0.007	-0.0	-0.0	-0.0	-0.0	-0.0	0.4114934182590232	0.7618017284569132	0.8408502170767	0.8451763879128598	0.8492449134527783	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002534	2.90123	2.90783	2.88525	2.85705	2.7441	2.57606	2.7404	2.86003	2.8529	2.88182	2.83765	2.74769	2.73877	2.69306	2.831	2.87797	2.92698	2.9013	2.7457	2.68517	2.6438	3.23018	3.29726	3.2956	3.29232	3.3035	3.27246	3.30349	3.27655	3.29829	3.27869	3.27934	3.30616	3.27068	3.28511	3.25126	3.27857	3.31425	3.27607	3.27687	3.28069	3.3171	0.1339436268212087	0.09953606830193802	0.09730319844243389	0.0973559185270175	0.09728855715937838	0.10268908927580585	0.01025800526571412	0.01025800526571412	0.01025800526571412	0.01025800526571412	0.01025800526571412	0.01025800526571412	-0.533	-0.076	0.02	-0.018	0.111	-0.0	-0.0	-0.0	-0.0	-0.0	0.2315990376904571	0.639273643092105	0.7930529468392336	0.8018251427406193	0.5838516865079362	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002535	3.03188	3.02448	3.00956	2.96899	2.86717	2.78329	2.82972	2.97356	2.96521	3.00454	2.96137	2.88022	2.86257	2.86762	2.94892	2.99244	3.03428	2.99717	2.85556	2.83798	2.84875	3.17937	3.24446	3.24362	3.24151	3.25807	3.23672	3.25367	3.21535	3.24051	3.23687	3.24864	3.2454	3.21923	3.25142	3.20174	3.22127	3.27485	3.2251	3.22331	3.24133	3.26982	0.08868440993710637	0.07795474239145611	0.07336408043154229	0.07318084525442721	0.07312796655886769	0.07654009330132687	0.00789731643769526	0.00789731643769526	0.00789731643769526	0.00789731643769526	0.00789731643769526	0.00789731643769526	-0.242	-0.116	-0.016	-0.017	0.067	-0.0	-0.0	-0.0	-0.0	-0.0	0.4351632492113564	0.5753768485466596	0.8099710836335308	0.8057251870324185	0.6576646775745907	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_1000254	3.10215	3.14151	3.13868	3.12173	3.02471	2.99623	2.98772	3.03609	3.05659	3.12696	3.11593	3.08302	3.04996	3.04418	2.98848	3.09187	3.1426	3.15573	3.06939	3.03485	3.0298	3.24378	3.33148	3.31326	3.3467	3.29671	3.24746	3.21839	3.29284	3.34546	3.31609	3.33067	3.26116	3.26137	3.19018	3.27712	3.31798	3.30005	3.32857	3.28267	3.2584	3.23297	0.2457620711888746	0.17128886614762057	0.1649931928040677	0.11099259645992303	0.10989066519592995	0.1092798595158133	0.019598286240841697	0.019598286240841697	0.019598286240841697	0.019598286240841697	0.019598286240841697	0.019598286240841697	-0.575	-0.161	-0.674	-0.06	-0.034	-0.0	-0.0	-0.0	-0.0	-0.0	0.20843872113676737	0.516453456221198	0.15897119815668212	0.6737734856728326	0.7424119178082187	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002546	2.90538	2.93858	2.9449	2.92835	2.80891	2.79976	2.78565	2.85835	2.82755	2.93265	2.91678	2.88355	2.86616	2.82649	2.80302	2.87162	2.97085	2.95212	2.83974	2.84601	2.82817	3.19971	3.24257	3.22451	3.2436	3.22036	3.2007	3.2078	3.22821	3.24618	3.21531	3.23294	3.21472	3.20659	3.19532	3.20757	3.21854	3.25472	3.19717	3.21891	3.21479	3.22757	0.09704217323870232	0.0863833901118274	0.08507591100435247	0.08480229457288097	0.08464845819660465	0.08474009452092322	0.010629399650464348	0.010629399650464348	0.010629399650464348	0.010629399650464348	0.010629399650464348	0.010629399650464348	-0.267	-0.058	-0.018	-0.016	0.017	-0.0	-0.0	-0.0	-0.0	-0.0	0.4144417332772401	0.6791297316509682	0.8018251427406193	0.8099710836335308	0.8057251870324185	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_1000255	2.99665	3.0148	3.00785	2.96497	2.83068	2.80743	2.79914	2.9208	2.94861	3.00426	2.96743	2.90426	2.86339	2.81276	2.86438	2.96663	3.02083	3.01524	2.86409	2.83982	2.85054	3.30035	3.32343	3.31557	3.32185	3.28069	3.22289	3.19771	3.30611	3.32742	3.32196	3.3167	3.25689	3.23708	3.19633	3.28494	3.32213	3.33158	3.31583	3.26826	3.22818	3.21158	0.15006779521418834	0.13685291865901372	0.07467013081287857	0.05582183699313739	0.055998432090965944	0.05623111351546162	0.013477776405610464	0.013477776405610464	0.013477776405610464	0.013477776405610464	0.013477776405610464	0.013477776405610464	-0.133	-0.639	-0.362	0.01	0.014	-0.0	-0.0	-0.0	-0.0	-0.0	0.5500259955752212	0.17583246073298436	0.34101922050186867	0.8362391214256109	0.8187050499445055	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002568	2.9325	2.9552	2.96782	2.94178	2.85208	2.81985	2.81786	2.8903	2.90999	2.96886	2.96679	2.88918	2.86383	2.79814	2.83276	2.93858	3.00174	2.97725	2.86322	2.85957	2.81398	3.26285	3.30887	3.31006	3.28644	3.30249	3.28546	3.30753	3.26631	3.29573	3.29522	3.30567	3.30601	3.29235	3.3024	3.26297	3.28872	3.31761	3.28618	3.29379	3.29432	3.3201	0.08844811840880877	0.07227679184447854	0.07050375425857701	0.07052691957168541	0.07069571233211763	0.07207786398820767	0.007216956098044778	0.007216956098044778	0.007216956098044778	0.007216956098044778	0.007216956098044778	0.007216956098044778	-0.369	-0.072	0.013	0.015	0.043	-0.0	-0.0	-0.0	-0.0	-0.0	0.3351165577342049	0.6482236606253732	0.8231483748987121	0.8142515669515664	0.7152140766979821	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002569	2.92379	2.99888	3.00904	2.97818	2.873	2.83822	2.81183	2.87918	2.89871	2.99147	2.98847	2.92411	2.90097	2.85003	2.81913	2.93057	3.01315	3.01979	2.90111	2.88572	2.86347	3.19728	3.24894	3.24119	3.25328	3.23677	3.21007	3.23962	3.21122	3.25519	3.23239	3.2517	3.22978	3.20636	3.24051	3.20184	3.23664	3.26489	3.23029	3.22732	3.21755	3.24862	0.14462517850878906	0.08991982519604517	0.08590605255514583	0.08523124742077749	0.0854754801352677	0.09869743416065167	0.011115393141926638	0.011119951883353392	0.011119951883353392	0.011119951883353392	0.011119951883353392	0.011119951883353392	-0.732	-0.112	-0.026	0.03	0.243	0.001	-0.0	-0.0	-0.0	-0.0	0.12814929577464793	0.5822592869608573	0.768990563755141	0.7548863871635605	0.43439999999999995	0.9838059701492538	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002571	2.89942	2.93535	2.94489	2.91171	2.77934	2.77401	2.77731	2.8709	2.83835	2.93117	2.89961	2.8425	2.83331	2.8062	2.80795	2.86652	2.94264	2.95009	2.82251	2.81987	2.81246	3.20148	3.23486	3.24551	3.24313	3.23662	3.21224	3.21802	3.19517	3.22433	3.23734	3.26309	3.25138	3.21297	3.20758	3.19577	3.22999	3.24638	3.25978	3.23012	3.21355	3.21627	0.14298725502401646	0.13918182304182544	0.1035158146330831	0.07893138403540487	0.07885258465397862	0.07978673283933456	0.01181013638665691	0.01181013638665691	0.01181013638665691	0.01181013638665691	0.01181013638665691	0.01181013638665691	-0.07	-0.473	-0.525	-0.014	0.033	-0.0	-0.0	-0.0	-0.0	-0.0	0.6518059378686588	0.2667214484679666	0.23536937647987363	0.8187050499445055	0.7451349120433012	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002574	3.00007	3.00987	3.02114	2.97895	2.82078	2.72779	2.76252	2.93609	2.97569	3.0219	2.97828	2.86694	2.82729	2.71493	2.91823	3.00248	3.04912	3.01581	2.78245	2.79791	2.75513	3.31288	3.35778	3.33857	3.3046	3.24462	3.18863	3.20201	3.32287	3.35054	3.33939	3.30753	3.21649	3.22685	3.18542	3.30924	3.34776	3.33678	3.31051	3.24158	3.20498	3.19824	0.25374293807567516	0.1154755833693236	0.0995587997078149	0.09863491036787997	0.10129776213580885	0.10513707766807057	0.018799834101588517	0.018799834101588517	0.018799834101588517	0.018799834101588517	0.018799834101588517	0.018799834101588517	-0.818	-0.243	-0.025	0.065	0.088	-0.0	-0.0	-0.0	-0.0	-0.0	0.08471868583162216	0.43439999999999995	0.772907321704046	0.6622067398712606	0.6191344797178128	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002575	3.03126	3.07211	3.06836	3.01847	2.86819	2.80352	2.82243	2.96222	3.00202	3.05132	2.99153	2.90399	2.8923	2.88096	2.95107	3.02003	3.06562	3.0346	2.88857	2.85579	2.86865	3.29725	3.31485	3.30805	3.26536	3.13424	3.13466	3.12989	3.28977	3.33717	3.28054	3.26075	3.16033	3.12093	3.13483	3.28796	3.31237	3.2934	3.24884	3.1646	3.12387	3.15328	0.22398960630163478	0.10592542980330623	0.07372529951899602	0.0702615792015087	0.07707952517602157	0.14785025612585673	0.019437971585459138	0.019437971585459138	0.019437971585459138	0.019437971585459138	0.019437971585459138	0.019437971585459138	-0.725	-0.363	-0.064	0.115	0.682	-0.0	-0.0	-0.0	-0.0	-0.0	0.13108965517241386	0.34022698072805146	0.6645619369369367	0.5768647551382894	0.15374791914387648	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002576	2.99218	2.95209	2.95841	2.92093	2.81095	2.73853	2.75381	2.86591	2.86514	2.93655	2.92868	2.84916	2.83506	2.84639	2.80415	2.89221	2.976	2.99941	2.8044	2.81202	2.83871	3.16665	3.16696	3.19825	3.20305	3.18634	3.17819	3.19459	3.14236	3.19909	3.19947	3.18519	3.19209	3.18247	3.19337	3.15899	3.20823	3.19379	3.19931	3.16113	3.18768	3.18491	0.11940019969523186	0.06703273029934759	0.06314801786061307	0.0631261504814058	0.06331087807239982	0.06392407175032443	0.008079293431028199	0.008079293431028199	0.008079293431028199	0.008079293431028199	0.008079293431028199	0.008079293431028199	-0.828	-0.125	-0.009	0.01	0.018	-0.0	-0.0	-0.0	-0.0	-0.0	0.07992440604751619	0.5622914893617019	0.8408502170767	0.8362391214256109	0.8018251427406193	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_1000258	2.98571	3.02984	3.02571	2.99678	2.85046	2.79342	2.80845	2.96137	2.96692	3.01497	2.97577	2.88896	2.86058	2.82178	2.90499	2.9915	3.04283	3.02099	2.87849	2.82964	2.82192	3.16314	3.21148	3.21771	3.23005	3.17801	3.18718	3.19145	3.16338	3.22261	3.21143	3.20827	3.20351	3.20153	3.1683	3.15804	3.2133	3.22506	3.20794	3.18969	3.19297	3.19202	0.20032945734156835	0.09474694313560122	0.09192577074983899	0.09188374905093077	0.09183542963772308	0.0918841709623123	0.012807138730443023	0.012807138730443023	0.012807138730443023	0.012807138730443023	0.012807138730443023	0.012806596183603376	-0.953	-0.066	-0.009	-0.017	0.013	-0.0	-0.0	-0.0	-0.0	-0.001	0.02475163398692812	0.6602894184938033	0.8408502170767	0.8057251870324185	0.8231483748987121	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538
Ga0196617_10002581	3.10221	3.10587	3.11808	3.09923	2.99127	2.97551	2.96052	3.0143	3.04632	3.10639	3.09887	3.0465	3.02378	3.01653	2.97553	3.05754	3.12089	3.13167	3.03736	3.01034	3.01934	3.27792	3.30573	3.29221	3.28813	3.30605	3.26305	3.26861	3.27657	3.29944	3.28111	3.30862	3.30273	3.26908	3.26417	3.29156	3.27942	3.31026	3.28879	3.28423	3.26822	3.27923	0.05468493073709516	0.05222164730183384	0.051383880087860066	0.0505423725459413	0.04993866760003672	0.04999312227194279	0.006571039885473552	0.006571039885473552	0.006571039885473552	0.006571039885473552	0.006571039885473552	0.006571039885473552	-0.072	-0.045	-0.04	-0.027	0.005	-0.0	-0.0	-0.0	-0.0	-0.0	0.6482236606253732	0.7093754535415676	0.7236586888657643	0.7652968345855395	0.8563355229914095	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002582	3.07151	3.07658	3.09159	3.05229	2.94437	2.94273	2.91471	2.97782	3.00805	3.06893	3.0575	3.00876	2.99463	2.97808	2.91999	3.02829	3.09133	3.10081	2.99287	2.98054	2.97996	3.274	3.32952	3.29826	3.29171	3.29254	3.29588	3.28412	3.27673	3.32083	3.28754	3.31359	3.30195	3.26852	3.29689	3.27695	3.31191	3.3366	3.29399	3.26433	3.28775	3.2945	0.14449940541569428	0.06811552849496787	0.0676957867727076	0.06792708379868916	0.0684840923580669	0.06991770190038231	0.009171282455956891	0.009171282455956891	0.009171282455956891	0.009171282455956891	0.009171282455956891	0.009171282455956891	-0.895	-0.023	0.016	0.023	0.045	-0.0	-0.0	-0.0	-0.0	-0.0	0.05055016181229771	0.7801637299771161	0.8099710836335308	0.7801637299771161	0.7093754535415676	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002584	2.88499	2.86094	2.93037	2.93892	2.87356	2.88341	2.80515	2.77377	2.82521	2.90802	2.92473	2.9218	2.85799	2.96581	2.68513	2.83127	2.93619	2.97751	2.93874	2.86846	2.94002	3.18436	3.25181	3.27193	3.26918	3.28268	3.28059	3.27745	3.2477	3.26739	3.26452	3.21734	3.27382	3.30232	3.24492	3.2365	3.2334	3.25389	3.2259	3.31744	3.30018	3.25069	0.11855752530954543	0.11673984915133837	0.11578355188413757	0.11697253243395431	0.11284192549818685	0.10000424943054778	0.01139386293007395	0.01139386293007395	0.01139386293007395	0.01139386293007395	0.01139386293007395	0.01139386293007395	-0.053	-0.033	0.037	-0.074	-0.187	-0.0	-0.0	-0.0	-0.0	-0.0	0.6901435871231474	0.7451349120433012	0.7332759948652113	0.6440026283865747	0.48517388362652225	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002585	2.96187	3.01991	3.03676	3.03653	2.95877	2.95649	2.89754	2.85625	2.93196	3.0146	3.02575	3.02368	2.9902	3.02543	2.83143	2.95099	3.03704	3.05317	3.00125	2.97863	3.01535	3.20565	3.23972	3.22311	3.27514	3.23864	3.2623	3.27189	3.24058	3.25015	3.21852	3.28909	3.17992	3.24728	3.29091	3.22817	3.24671	3.22551	3.26505	3.19839	3.25286	3.29975	0.12274723728258283	0.1218935392278062	0.12284674648489895	0.09881911538793357	0.13753438163478746	0.15163507487631328	0.013561312664382376	0.013561312664382376	0.013561312664382376	0.013561312664382376	0.013561312664382376	0.013561312664382376	-0.037	0.054	-0.26	0.405	0.191	-0.0	-0.0	-0.0	-0.0	-0.0	0.7332759948652113	0.6875907448821604	0.42028583230070204	0.3096055919095775	0.4810503597122301	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002588	3.01242	3.05092	3.06224	3.04809	2.9563	2.94225	2.92525	2.97458	2.96932	3.04919	3.04184	3.01124	2.99453	2.95678	2.91277	2.99214	3.06633	3.08866	3.00206	2.97606	2.95945	3.1915	3.21625	3.22417	3.22644	3.21983	3.19834	3.22844	3.1881	3.20415	3.20925	3.21658	3.22893	3.23122	3.22674	3.18046	3.18559	3.23265	3.22403	3.23017	3.21429	3.23778	0.08530995290426122	0.0835401256254411	0.0817772076487244	0.08117080532867509	0.08083263876334015	0.0809256661868609	0.00887038431381331	0.00887038431381331	0.00887038431381331	0.00887038431381331	0.00887038431381331	0.00887038431381331	-0.065	-0.102	-0.036	-0.021	0.014	-0.0	-0.0	-0.0	-0.0	-0.0	0.6622067398712606	0.5949514586322331	0.7360277621195035	0.7883629783967535	0.8187050499445055	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_1000259	2.98779	3.0263	3.02084	2.99219	2.8586	2.81492	2.82744	2.95966	2.9785	3.02481	2.98966	2.88673	2.87166	2.81706	2.91375	3.00327	3.05025	3.02619	2.85755	2.85134	2.82572	3.1442	3.16882	3.20414	3.20162	3.19002	3.17812	3.17923	3.14926	3.20518	3.17923	3.19629	3.20201	3.16349	3.17069	3.14567	3.19006	3.20769	3.19997	3.19334	3.17185	3.15756	0.14830890123671014	0.10089732731845077	0.07948721587122541	0.07682282371646323	0.07652425846208949	0.07672214219066249	0.01105066826494807	0.01105066826494807	0.01105066826494807	0.01105066826494807	0.01105066826494807	0.01105066826494807	-0.522	-0.443	-0.081	-0.019	0.011	-0.0	-0.0	-0.0	-0.0	-0.0	0.237442097026604	0.28648157724628304	0.6298799660080728	0.7975417058148027	0.8320235925389656	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002591	3.07059	3.10989	3.12189	3.11065	3.01125	2.99931	2.97493	2.99128	3.02785	3.10341	3.10342	3.08211	3.04185	3.04859	2.94013	3.04381	3.12121	3.1518	3.06627	3.0326	3.0427	3.19341	3.22066	3.21595	3.215	3.17663	3.14572	3.16721	3.22304	3.22291	3.16209	3.21314	3.19355	3.16522	3.15462	3.19855	3.20404	3.21792	3.19486	3.18839	3.14786	3.18296	0.047245167057910764	0.04643434073697135	0.04625506587029402	0.04614049226989493	0.04605680705325083	0.04610112948136894	0.007614855859550485	0.007614855859550485	0.007614855859550485	0.007614855859550485	0.007614855859550485	0.007614855859550485	-0.035	-0.011	-0.007	-0.005	0.006	-0.0	-0.0	-0.0	-0.0	-0.0	0.739383088031102	0.8320235925389656	0.8492449134527783	0.8563355229914095	0.8529865424430638	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002593	2.93818	2.97456	2.99477	2.96551	2.86137	2.8275	2.82211	2.88462	2.90512	2.9805	2.95654	2.91305	2.89182	2.85235	2.83489	2.9127	2.98886	2.99869	2.90236	2.87756	2.86894	3.2605	3.27892	3.24063	3.23966	3.16144	3.11126	3.10769	3.2601	3.28692	3.26844	3.21423	3.15792	3.11269	3.09981	3.24789	3.26644	3.26601	3.21596	3.17387	3.11085	3.11907	0.18307680393567033	0.08218277757641662	0.06661363415203111	0.06603787281743319	0.06626737487140266	0.06962096855839264	0.01626936219808422	0.01626936219808422	0.016266599217879537	0.016266599217879537	0.016266599217879537	0.016266599217879537	-0.744	-0.294	-0.025	0.014	0.085	-0.0	-0.001	-0.0	-0.0	-0.0	0.12290922401171306	0.39075238095238074	0.772907321704046	0.8187050499445055	0.6240381530457401	0.995220297029703	0.9838059701492538	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100026100	2.84832	2.88132	2.89874	2.87403	2.76029	2.71634	2.68344	2.74797	2.79654	2.87024	2.85304	2.78049	2.81203	2.80217	2.64083	2.80277	2.90046	2.91609	2.79347	2.78609	2.82276	3.17124	3.22839	3.24492	3.22672	3.15995	3.11059	3.11279	3.1915	3.24849	3.2298	3.23062	3.13564	3.10011	3.11843	3.17576	3.26044	3.25438	3.24082	3.09242	3.10712	3.12365	0.34711662767933127	0.2252726024521646	0.1679313482017318	0.12818370614228006	0.15801107630563052	0.19241410422619162	0.027067407811807078	0.027067407811807078	0.027067407811807078	0.027067407811807078	0.027061279178846213	0.02705313812325427	-0.604	-0.485	-0.37	0.309	0.344	-0.0	-0.0	-0.0	-0.001	-0.001	0.1948445497630332	0.259038737446198	0.3346339334424442	0.379775011742602	0.3545403061224489	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538	0.9838059701492538
Ga0196617_100026102	2.94426	3.01018	3.02761	3.00376	2.89674	2.87399	2.83852	2.87781	2.90824	2.99371	2.99633	2.95037	2.91839	2.95021	2.81316	2.94043	3.01692	3.0351	2.95682	2.91313	2.91949	3.24792	3.28269	3.28326	3.26075	3.19828	3.17154	3.14474	3.2588	3.29093	3.2658	3.26634	3.20362	3.16389	3.1398	3.2358	3.27549	3.28762	3.26151	3.21002	3.16236	3.15637	0.1760198367188935	0.1474285808326339	0.07393821722540407	0.07119431951495549	0.07124030167912924	0.07209892849036934	0.015752911924496068	0.015752911924496068	0.015752911924496068	0.015752911924496068	0.015752911924496068	0.015752911924496068	-0.244	-0.823	-0.064	0.014	0.026	-0.0	-0.0	-0.0	-0.0	-0.0	0.43401820340324493	0.08132127659574467	0.6645619369369367	0.8187050499445055	0.768990563755141	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002619	2.91937	2.98688	3.01773	3.00139	2.91843	2.88931	2.87507	2.88306	2.92401	2.98087	2.99488	2.96679	2.93062	2.92795	2.83295	2.94914	3.01767	3.03929	2.92929	2.91868	2.92115	3.21535	3.24897	3.21302	3.1878	3.15152	3.12009	3.09178	3.23393	3.25375	3.17316	3.19312	3.13985	3.13112	3.10362	3.20672	3.23976	3.22817	3.2068	3.12255	3.12169	3.10286	0.1747665491603447	0.0825319949049067	0.08183898779248928	0.08171947210240736	0.08186944382485715	0.08224344616377498	0.016365753200706355	0.016365753200706355	0.016365753200706355	0.016365753200706355	0.016365753200706355	0.016365753200706355	-0.961	-0.035	-0.017	0.017	0.024	-0.0	-0.0	-0.0	-0.0	-0.0	0.021328125000000014	0.739383088031102	0.8057251870324185	0.8057251870324185	0.7763721716818283	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10002630	3.02193	3.10472	3.11117	3.09739	2.98196	2.97796	2.93308	2.96339	3.00937	3.09423	3.07639	3.05558	3.01746	3.01181	2.92148	3.01902	3.09441	3.12951	3.04108	3.01697	3.00575	3.21243	3.29785	3.3085	3.30823	3.32157	3.3058	3.2939	3.24381	3.28881	3.30382	3.30271	3.30555	3.3052	3.29838	3.12628	3.2683	3.33156	3.32262	3.35715	3.32776	3.31462	0.28276157259063994	0.16865034520628763	0.13928277176995396	0.13746069113703854	0.13544432062235448	0.13414648314692387	0.01541502336873197	0.01541502336873197	0.01541502336873197	0.01541502336873197	0.01541502336873197	0.01541502336873197	-0.725	-0.354	-0.06	-0.059	-0.051	-0.0	-0.0	-0.0	-0.0	-0.0	0.13108965517241386	0.3472812336644015	0.6737734856728326	0.6764973972356845	0.6946225941422591	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
