t2A_X0t0	t3A_X0t1	t4A_X0t2	t5A_X0t3	t6A_X0t4	t7A_X0t5	t8A_X0t6	t2B_X1t0	t3B_X1t1	t4B_X1t2	t5B_X1t3	t6B_X1t4	t7B_X1t5	t8B_X1t6	t2C_X2t0	t3C_X2t1	t4C_X2t2	t5C_X2t3	t6C_X2t4	t7C_X2t5	t8C_X2t6	t2A_Y0t0	t3A_Y0t1	t4A_Y0t2	t5A_Y0t3	t6A_Y0t4	t7A_Y0t5	t8A_Y0t6	t2B_Y1t0	t3B_Y1t1	t4B_Y1t2	t5B_Y1t3	t6B_Y1t4	t7B_Y1t5	t8B_Y1t6	t2C_Y2t0	t3C_Y2t1	t4C_Y2t2	t5C_Y2t3	t6C_Y2t4	t7C_Y2t5	t8C_Y2t6	R0	R1	R2	R3	R4	R5	D0	D1	D2	D3	D4	D5	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPD1	signedCPD2	signedCPD3	signedCPD4	signedCPD5	FDR_S1	FDR_S2	FDR_S3	FDR_S4	FDR_S5	FDR_D1	FDR_D2	FDR_D3	FDR_D4	FDR_D5
Ga0196617_100005239	2.75304	2.8193	2.85363	2.87019	2.87516	2.90593	2.84993	2.71553	2.76663	2.81095	2.89305	2.91136	2.92133	2.90832	2.70126	2.79252	2.83067	2.90784	2.91154	2.90418	2.87915	3.15835	3.21754	3.20735	3.21778	3.24987	3.22283	3.26543	3.20243	3.1977	3.19196	3.21883	3.25872	3.23103	3.23846	3.1806	3.18919	3.22913	3.19829	3.22156	3.23544	3.28491	0.09006358973843788	0.0898787640520023	0.0898881653078727	0.08991559738666187	0.08992005586581514	0.09075139184497477	0.00816795958964256	0.00816795958964256	0.00816795958964256	0.00816795958964256	0.00816795958964256	0.00816795958964256	-0.017	0.01	0.007	0.006	0.029	-0.0	-0.0	-0.0	-0.0	-0.0	0.8057251870324185	0.8362391214256109	0.8492449134527783	0.8529865424430638	0.757986481316158	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005240	2.74698	2.83597	2.77087	2.88421	2.88704	2.92004	2.86547	2.7167	2.76923	2.7833	2.88974	2.91942	2.89897	2.93325	2.70337	2.79527	2.82001	2.8714	2.91065	2.89307	2.91682	3.14296	3.15674	3.1781	3.17354	3.22528	3.22562	3.24355	3.12158	3.1363	3.17524	3.20353	3.22286	3.24442	3.24186	3.10207	3.1449	3.1919	3.1937	3.23595	3.23072	3.24655	0.09864285567869024	0.09849425427000609	0.09813852896981187	0.09798547031294924	0.09733342909271145	0.09649414605468158	0.0074653366252124655	0.0074653366252124655	0.0074653366252124655	0.0074653366252124655	0.0074653366252124655	0.0074653366252124655	-0.022	-0.024	-0.015	-0.027	-0.032	-0.0	-0.0	-0.0	-0.0	-0.0	0.7848037090827835	0.7763721716818283	0.8142515669515664	0.7652968345855395	0.7478044117647054	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005241	2.82291	2.90122	2.89647	2.93102	2.89119	2.93944	2.85113	2.79171	2.84247	2.86792	2.93055	2.94211	2.93704	2.92159	2.75452	2.8521	2.87089	2.97327	2.93755	2.93171	2.91335	3.22033	3.26387	3.26729	3.2866	3.2905	3.30887	3.31763	3.24675	3.24992	3.25082	3.29615	3.29629	3.30346	3.3117	3.23609	3.24478	3.27003	3.27182	3.31068	3.30624	3.31547	0.09767269585952637	0.09741515582145362	0.09743285561401507	0.0973759145579425	0.09726436771501865	0.0971798666058068	0.008043575149271015	0.008043575149271015	0.008043575149271015	0.008043575149271015	0.008043575149271015	0.008043575149271015	-0.024	0.008	-0.007	-0.011	-0.011	-0.0	-0.0	-0.0	-0.0	-0.0	0.7763721716818283	0.8451763879128598	0.8492449134527783	0.8320235925389656	0.8320235925389656	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005245	2.97076	3.01956	3.02623	3.03234	2.87773	2.9225	2.88382	2.92695	2.97141	2.99174	3.03906	2.93758	2.95012	2.91608	2.89955	2.96922	3.00609	3.03249	3.03236	2.92721	2.86602	3.29312	3.32536	3.31554	3.32512	3.35083	3.32692	3.32515	3.32823	3.31528	3.31335	3.33498	3.34116	3.31003	3.31901	3.31784	3.29047	3.34495	3.30239	3.3313	3.32738	3.34771	0.08301079539463191	0.08294577067303845	0.08279656342507451	0.08274069889847414	0.08257452269013396	0.0825814825520498	0.00832256642151773	0.00832256642151773	0.00832256642151773	0.00832256642151773	0.00832256642151773	0.00832256642151773	-0.011	-0.009	-0.01	-0.013	0.01	-0.0	-0.0	-0.0	-0.0	-0.0	0.8320235925389656	0.8408502170767	0.8362391214256109	0.8231483748987121	0.8362391214256109	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005246	2.94215	3.01906	3.00681	3.02667	2.85626	2.90679	2.85493	2.92426	2.93777	2.97008	3.00489	2.91714	2.9346	2.92395	2.89348	2.94491	2.97255	3.00243	3.01295	2.9078	2.87855	3.14363	3.16308	3.1454	3.18073	3.18091	3.15982	3.17232	3.17901	3.13715	3.13311	3.20648	3.1387	3.17087	3.18057	3.14877	3.12625	3.17717	3.17161	3.14876	3.17131	3.20202	0.09434505208857816	0.09491551235434216	0.09503162867650662	0.09501882102006579	0.09525936952043672	0.0958403317959064	0.011213336967774913	0.011213336967774913	0.011213336967774913	0.011213336967774913	0.011213336967774913	0.011213336967774913	0.029	0.012	-0.01	0.019	0.029	-0.0	-0.0	-0.0	-0.0	-0.0	0.757986481316158	0.8276252736666954	0.8362391214256109	0.7975417058148027	0.757986481316158	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005247	2.88646	2.98918	2.98021	3.00685	2.78025	2.85935	2.78761	2.84904	2.88357	2.92435	2.96616	2.88698	2.8919	2.88792	2.83199	2.8981	2.92224	2.9662	2.98154	2.86077	2.82908	3.1308	3.18686	3.14166	3.17356	3.19712	3.15694	3.19492	3.18938	3.17354	3.14045	3.19577	3.17381	3.13833	3.17059	3.16593	3.16712	3.20137	3.14997	3.1227	3.16203	3.21274	0.09952297002085259	0.09950419657235582	0.09943486167136092	0.0993782952708258	0.09983912772574555	0.1099055572738751	0.012206312817681832	0.012206312817681832	0.012206312817681832	0.012206312817681832	0.012206312817681832	0.012205370806331847	-0.022	-0.009	-0.021	0.032	0.224	-0.0	-0.0	-0.0	-0.0	-0.001	0.7848037090827835	0.8408502170767	0.7883629783967535	0.7478044117647054	0.44918013595166156	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538
Ga0196617_100005248	2.92358	3.00712	3.00278	3.01552	2.84081	2.86788	2.82533	2.9007	2.94478	2.96414	3.01127	2.89413	2.91266	2.85532	2.86867	2.94628	2.9697	3.00234	3.00285	2.87686	2.81633	3.20182	3.24285	3.22478	3.2264	3.25338	3.22394	3.23674	3.2277	3.22474	3.23091	3.23752	3.24802	3.22535	3.21567	3.22531	3.21187	3.25529	3.21686	3.23028	3.23225	3.23804	0.06692534916646314	0.06673630478919661	0.06662247986410609	0.06661773482264279	0.06647515284505397	0.06650228930412347	0.007611188305039683	0.007611188305039683	0.007611188305039683	0.007611188305039683	0.007611188305039683	0.007611188305039683	-0.015	-0.012	-0.004	-0.01	0.005	-0.0	-0.0	-0.0	-0.0	-0.0	0.8142515669515664	0.8276252736666954	0.8595141063619689	0.8362391214256109	0.8563355229914095	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005249	2.89287	2.95554	2.96238	2.9602	2.94338	2.94609	2.88471	2.85934	2.89317	2.93662	2.99506	2.98131	2.96121	2.91845	2.8255	2.91334	2.95815	3.01563	2.99216	2.92885	2.91152	3.16575	3.18596	3.18894	3.18402	3.21014	3.20199	3.22393	3.18811	3.16611	3.19323	3.20535	3.21479	3.20166	3.19148	3.17302	3.17421	3.20873	3.17358	3.20093	3.20622	3.22405	0.06631937025305379	0.06627181978666624	0.06613165325230366	0.06612775873057451	0.06606346038383361	0.06610087594406604	0.006783487089902162	0.006783487089902162	0.006783487089902162	0.006783487089902162	0.006783487089902162	0.006783487089902162	-0.01	-0.013	-0.003	-0.007	0.004	-0.0	-0.0	-0.0	-0.0	-0.0	0.8362391214256109	0.8231483748987121	0.862323777286543	0.8492449134527783	0.8595141063619689	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005250	2.86305	2.93576	2.933	2.94808	2.92631	2.91311	2.86867	2.8438	2.88946	2.92162	2.97238	2.93042	2.91873	2.91157	2.83167	2.90793	2.9341	2.97399	2.96022	2.89867	2.88139	3.22352	3.24976	3.24485	3.26273	3.26267	3.26258	3.26545	3.2194	3.2451	3.24656	3.27575	3.26392	3.26229	3.25855	3.23109	3.24248	3.26045	3.25211	3.25977	3.25979	3.26588	0.055683014445083154	0.05449342405551115	0.05395301957408667	0.0536117547280562	0.05345729593036067	0.05336832805810902	0.005065360534114782	0.005065360534114782	0.005065360534114782	0.005065360534114782	0.005065360534114782	0.005065360534114782	-0.05	-0.031	-0.021	-0.01	-0.006	-0.0	-0.0	-0.0	-0.0	-0.0	0.6969427860696513	0.7514806099645057	0.7883629783967535	0.8362391214256109	0.8529865424430638	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005257	2.88889	2.99484	3.00141	3.019	2.97506	2.97098	2.89271	2.83683	2.90764	2.97705	3.01351	3.02016	2.98811	2.99959	2.80917	2.94434	2.98558	3.04008	3.02288	2.96814	2.97271	3.1861	3.25354	3.20671	3.20468	3.22644	3.22609	3.24877	3.20892	3.23943	3.22042	3.22214	3.24821	3.23325	3.17995	3.2012	3.2049	3.20045	3.22763	3.19629	3.23166	3.29019	0.09687152290931421	0.09516353479632816	0.09533880015521225	0.09550126896669103	0.09556376117971202	0.0959989162400491	0.010678112461828966	0.010683383270777232	0.010683383270777232	0.010683383270777232	0.010683383270777232	0.010685840623824591	-0.059	0.012	0.009	0.009	0.022	0.001	-0.0	-0.0	-0.0	0.001	0.6764973972356845	0.8276252736666954	0.8408502170767	0.8408502170767	0.7848037090827835	0.9838059701492538	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538
Ga0196617_100005258	2.87768	2.95633	2.95005	2.96306	2.91025	2.92658	2.87476	2.85567	2.88508	2.91564	2.97096	2.95587	2.93433	2.94116	2.83213	2.90078	2.93727	2.98998	2.96085	2.91238	2.92532	3.14922	3.19555	3.18294	3.20381	3.2008	3.17182	3.16159	3.17713	3.16322	3.1807	3.20847	3.19066	3.18607	3.15948	3.1481	3.17268	3.19658	3.18662	3.18228	3.1774	3.20207	0.10103304688231844	0.09850804902873457	0.08800834479322284	0.06849413786629531	0.0665709739271447	0.06660361837155797	0.00960795844903524	0.00960795844903524	0.00960795844903524	0.00960795844903524	0.00960795844903524	0.00960795844903524	-0.067	-0.261	-0.557	-0.072	0.01	-0.0	-0.0	-0.0	-0.0	-0.0	0.6576646775745907	0.41909660033167484	0.21731228668941982	0.6482236606253732	0.8362391214256109	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005260	2.85453	2.96654	2.96671	2.98327	2.92443	2.93756	2.87729	2.83539	2.88947	2.9185	2.96694	2.96804	2.96608	2.96589	2.81601	2.91019	2.94063	2.995	2.95925	2.93781	2.95144	3.13856	3.18535	3.18375	3.20548	3.19987	3.19682	3.17264	3.16867	3.18056	3.15637	3.21582	3.16498	3.19141	3.20467	3.15813	3.15352	3.19203	3.18253	3.1815	3.18935	3.22542	0.07645952852217104	0.07517378722573899	0.07489307360517306	0.07465745651240109	0.074570052848223	0.07462234171579048	0.007957445517329844	0.007957445517329844	0.007957445517329844	0.007957445517329844	0.007957445517329844	0.007957445517329844	-0.038	-0.018	-0.012	-0.008	0.006	-0.0	-0.0	-0.0	-0.0	-0.0	0.7298992618323921	0.8018251427406193	0.8276252736666954	0.8451763879128598	0.8529865424430638	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005261	2.98661	3.0049	3.02379	3.03032	3.02683	3.01524	2.9743	2.94197	2.99828	3.00969	3.05606	3.03446	3.02378	2.99774	2.93672	3.00077	3.03056	3.06515	3.03438	3.00918	2.98522	3.25371	3.30331	3.31412	3.32766	3.33373	3.32513	3.3426	3.29473	3.29051	3.3008	3.33039	3.33796	3.30804	3.33782	3.28192	3.3026	3.32191	3.32744	3.30226	3.32215	3.34198	0.07575586213572054	0.07464729391491806	0.07363177198613373	0.07317264716896467	0.07308811183485993	0.07322582298598482	0.006351871945410817	0.006351871945410817	0.006351871945410817	0.006351871945410817	0.006351871945410817	0.006351871945410817	-0.052	-0.053	-0.03	-0.015	0.011	-0.0	-0.0	-0.0	-0.0	-0.0	0.6925275059061758	0.6901435871231474	0.7548863871635605	0.8142515669515664	0.8320235925389656	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005265	2.94715	2.99758	2.99831	3.01093	2.98687	2.98061	2.93174	2.91735	2.95425	2.96765	3.00777	3.01102	2.99567	2.99948	2.89977	2.96299	2.99562	3.02472	3.00888	2.97715	2.98405	3.35538	3.35679	3.35323	3.3539	3.36341	3.36383	3.37454	3.35492	3.35866	3.34901	3.35797	3.37078	3.35688	3.37287	3.3599	3.34792	3.35972	3.35703	3.35743	3.36086	3.37822	0.04584628753812912	0.04587236916755091	0.045919537097985706	0.04592701048745548	0.04597172248464311	0.04618714227324505	0.00429813022752062	0.00429813022752062	0.00429813022752062	0.00429813022752062	0.00429813022752062	0.00429813022752062	0.002	0.006	0.001	0.005	0.014	-0.0	-0.0	-0.0	-0.0	-0.0	0.8641228871319517	0.8529865424430638	0.865441962478067	0.8563355229914095	0.8187050499445055	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_100005266	2.95061	3.01965	3.01681	3.02017	2.99368	2.97601	2.93192	2.92347	2.94125	2.97609	3.00938	3.01257	2.98792	3.05817	2.89737	2.96719	3.00116	3.04124	3.01781	2.96434	3.01973	3.23902	3.26472	3.1867	3.23516	3.26783	3.18819	3.24887	3.26295	3.2275	3.18432	3.26197	3.23818	3.23123	3.22435	3.24993	3.24076	3.22159	3.23061	3.22855	3.21081	3.24824	0.1088136973502884	0.109229020041922	0.11212092970616565	0.11169340785367535	0.1114213736435086	0.11385362887407598	0.01378402916465437	0.01378402916465437	0.01378402916465437	0.01378402916465437	0.013783485723848875	0.013783485723848875	0.031	0.085	-0.028	-0.026	0.065	-0.0	-0.0	-0.0	-0.001	-0.0	0.7514806099645057	0.6240381530457401	0.7618017284569132	0.768990563755141	0.6622067398712606	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538	0.995220297029703
Ga0196617_100005267	2.91574	2.98115	2.95533	2.98218	2.94358	2.93698	2.88085	2.8633	2.89953	2.9254	2.9803	2.97747	2.95604	2.99376	2.84958	2.9197	2.94498	2.99661	2.98284	2.92842	2.97368	3.19137	3.18018	3.19938	3.21392	3.20937	3.21785	3.21829	3.19367	3.19799	3.16794	3.21511	3.20436	3.22111	3.23018	3.19215	3.19121	3.20029	3.20832	3.19442	3.21354	3.23043	0.06249278168318027	0.06263591809947135	0.06270368296007275	0.06271230140351547	0.06280998334769283	0.06300499449595741	0.0063702283600841625	0.0063702283600841625	0.0063702283600841625	0.0063702283600841625	0.0063702283600841625	0.0063702283600841625	0.006	0.005	0.003	0.007	0.013	-0.0	-0.0	-0.0	-0.0	-0.0	0.8529865424430638	0.8563355229914095	0.862323777286543	0.8492449134527783	0.8231483748987121	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_1000054	2.83566	2.93752	2.94401	2.93863	2.86813	2.84004	2.8248	2.77241	2.83594	2.87886	2.93713	2.94933	2.93077	2.88434	2.79222	2.85682	2.90547	2.97315	2.92767	2.87311	2.86036	3.15706	3.21469	3.22188	3.23566	3.21878	3.22544	3.24902	3.1622	3.20187	3.22494	3.22308	3.23233	3.24202	3.23609	3.17568	3.20798	3.21928	3.21765	3.21744	3.23367	3.25084	0.15414883259796647	0.10665120415061329	0.10229147548976232	0.10216997434314681	0.10232177842874103	0.10282279152103432	0.010775302906082465	0.010775302906082465	0.010775302906082465	0.010775302906082465	0.010775302906082465	0.010775302906082465	-0.779	-0.137	-0.026	0.007	0.026	-0.0	-0.0	-0.0	-0.0	-0.0	0.10504067796610173	0.5456189007291081	0.768990563755141	0.8492449134527783	0.768990563755141	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000542	2.94866	3.05264	3.02631	3.03958	2.97877	2.96915	2.8663	2.93749	2.98456	2.99949	3.05743	2.99586	2.96846	2.93813	2.91394	2.99242	3.02647	3.06305	3.01898	2.95463	2.91193	3.15962	3.22194	3.20265	3.19387	3.23135	3.20619	3.21094	3.17187	3.19352	3.19155	3.23707	3.22586	3.20661	3.20007	3.16893	3.19056	3.22806	3.19743	3.21386	3.20691	3.22081	0.10216754119867077	0.07752720576832288	0.07382613495378758	0.07232588493669713	0.07131039908259793	0.07125025383110752	0.00834872956480472	0.00834872956480472	0.00834872956480472	0.00834872956480472	0.00834872956480472	0.00834872956480472	-0.474	-0.119	-0.069	-0.041	-0.012	-0.0	-0.0	-0.0	-0.0	-0.0	0.26563356643356645	0.5708545924967655	0.6538151473745849	0.7209694782739433	0.8276252736666954	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000543	2.88644	2.99056	2.9825	2.9951	2.90844	2.92016	2.82339	2.91597	2.95879	2.96731	3.02093	2.93695	2.89068	2.81596	2.89124	2.95331	2.97951	3.01943	2.96911	2.90029	2.79371	3.25253	3.29629	3.2734	3.28897	3.31198	3.26227	3.2969	3.29082	3.26165	3.26563	3.31336	3.29288	3.28267	3.27532	3.26844	3.26359	3.29369	3.28757	3.28796	3.28364	3.29745	0.059318363094845845	0.05928804080860052	0.05918085656243193	0.05887888835119338	0.058757233997736386	0.05875136396727393	0.005926082126435314	0.005926082126435314	0.005926082126435314	0.005926082126435314	0.005926082126435314	0.005926082126435314	-0.004	-0.012	-0.017	-0.008	-0.005	-0.0	-0.0	-0.0	-0.0	-0.0	0.8595141063619689	0.8276252736666954	0.8057251870324185	0.8451763879128598	0.8563355229914095	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000546	2.98635	3.07032	3.07755	3.08908	3.02211	3.02326	2.9216	3.00004	3.04215	3.05909	3.10268	3.03759	3.00778	2.94095	2.97485	3.04681	3.07264	3.11212	3.05668	3.01353	2.91364	3.28487	3.33227	3.32372	3.33512	3.35586	3.31295	3.30859	3.33085	3.3244	3.30915	3.33581	3.3505	3.30232	3.30035	3.32424	3.30972	3.35823	3.30472	3.30537	3.3176	3.3335	0.08573907920492531	0.08448133413418142	0.08323873152293128	0.08256588660545129	0.08178672941382549	0.08159894549447326	0.009438213656217026	0.009438213656217026	0.009438213656217026	0.009438213656217026	0.009438213656217026	0.009438213656217026	-0.045	-0.047	-0.032	-0.03	-0.015	-0.0	-0.0	-0.0	-0.0	-0.0	0.7093754535415676	0.7046243165004821	0.7478044117647054	0.7548863871635605	0.8142515669515664	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000550	2.82841	2.90156	2.9265	2.95474	2.90624	2.90622	2.84165	2.80717	2.85601	2.88723	2.94381	2.93751	2.92063	2.91295	2.78315	2.8798	2.9171	2.96109	2.93911	2.90142	2.88365	3.18432	3.21202	3.18566	3.20056	3.22696	3.19976	3.20832	3.19894	3.18716	3.18772	3.21155	3.19707	3.22345	3.2117	3.19215	3.16736	3.1933	3.20336	3.22314	3.21022	3.22807	0.0598110039049001	0.05986218429537776	0.059873218459582406	0.059879842701080675	0.05987700475893525	0.05985227653411943	0.006211185961197268	0.006211185961197268	0.006211185961197268	0.006211185961197268	0.006211185961197268	0.006211185961197268	0.005	0.002	0.002	-0.003	-0.006	-0.0	-0.0	-0.0	-0.0	-0.0	0.8563355229914095	0.8641228871319517	0.8641228871319517	0.862323777286543	0.8529865424430638	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000551	2.89537	2.96176	2.95327	3.00241	2.95279	2.98713	2.92822	2.85319	2.90159	2.93248	2.98853	3.00736	2.99905	2.99876	2.82238	2.91539	2.95426	3.02305	3.00333	2.98088	2.98167	3.21007	3.25034	3.21886	3.25644	3.25134	3.23387	3.19841	3.2188	3.2233	3.22373	3.24798	3.22994	3.23996	3.23561	3.19619	3.22499	3.2433	3.2395	3.23669	3.22811	3.25055	0.09513451920162493	0.08938985582482355	0.08744206482255183	0.0801553264916818	0.07866791068852662	0.0783618882029514	0.009538760438071555	0.009538760438071555	0.009538760438071555	0.009538760438071555	0.009541178684850753	0.009541178684850753	-0.167	-0.085	-0.262	-0.059	-0.021	-0.0	-0.0	-0.0	0.001	-0.0	0.5093388819095477	0.6240381530457401	0.418434150394682	0.6764973972356845	0.7883629783967535	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538	0.995220297029703
Ga0196617_10000556	2.8565	2.99073	2.98886	3.00358	2.95927	2.95865	2.90864	2.8426	2.91156	2.95643	3.00636	3.0046	2.97752	2.96714	2.82746	2.93406	2.96399	3.03486	3.01395	2.94425	2.94766	3.15439	3.2195	3.22423	3.2262	3.2349	3.21952	3.22845	3.20921	3.2162	3.2093	3.25628	3.23631	3.18346	3.19645	3.20039	3.20148	3.22921	3.21077	3.21007	3.20562	3.24966	0.101214933243104	0.08679731000063391	0.08163901296326909	0.07896936437894694	0.07815098110257704	0.07912187584150171	0.009456954853940637	0.009456954853940637	0.009456954853940637	0.009468339681238011	0.009468339681238011	0.009468339681238011	-0.245	-0.147	-0.103	-0.026	0.035	-0.0	-0.0	0.002	-0.0	-0.0	0.4332542641808806	0.5328671920607122	0.5932810771820146	0.768990563755141	0.739383088031102	0.995220297029703	0.995220297029703	0.9710849056603774	0.995220297029703	0.995220297029703
Ga0196617_10000566	2.89795	2.97108	2.96481	3.02877	2.96883	3.01116	2.91573	2.85522	2.8878	2.93919	3.01623	3.04691	3.02969	2.98327	2.79597	2.91349	2.94636	3.05163	3.05245	3.00775	2.99066	3.1782	3.24206	3.20985	3.24468	3.26565	3.25942	3.18677	3.18568	3.20163	3.21477	3.24244	3.25467	3.25082	3.23661	3.17513	3.22648	3.22049	3.22547	3.25024	3.25102	3.23781	0.12204011769618323	0.11144678333509311	0.11118946346511023	0.10786005861648645	0.07935788936934983	0.06616228210004266	0.010569857834021564	0.010569857834021564	0.010569857834021564	0.010569857834021564	0.010569857834021564	0.010602442196037334	-0.171	-0.032	-0.09	-0.507	-0.219	-0.0	-0.0	-0.0	-0.0	0.003	0.5047343102899011	0.7478044117647054	0.6147003133393014	0.24512736921910533	0.45454866270430905	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.9571884057971013
Ga0196617_1000058	2.82588	2.90218	2.90437	2.92466	2.90012	2.89359	2.84482	2.78202	2.84807	2.87676	2.92899	2.93518	2.92666	2.89795	2.75281	2.86952	2.90877	2.95031	2.92153	2.9003	2.8924	3.15817	3.21396	3.21415	3.22544	3.2559	3.23017	3.25554	3.21027	3.20255	3.19308	3.21897	3.23926	3.24212	3.24709	3.18774	3.19278	3.23184	3.21274	3.23024	3.23715	3.26084	0.0806280952410712	0.08045788693991583	0.08036447299591655	0.08034749889444595	0.08036322734707188	0.0803542419945899	0.007277872573084681	0.007277872573084681	0.007277872573084681	0.007277872573084681	0.007277872573084681	0.007277872573084681	-0.014	-0.007	-0.002	0.003	-0.007	-0.0	-0.0	-0.0	-0.0	-0.0	0.8187050499445055	0.8492449134527783	0.8641228871319517	0.862323777286543	0.8492449134527783	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000587	2.80728	2.88977	2.89151	2.92068	2.8983	2.87918	2.82727	2.80086	2.8492	2.87091	2.91757	2.90614	2.89271	2.8766	2.77187	2.86302	2.89476	2.9373	2.91352	2.8775	2.85602	3.12883	3.16797	3.19903	3.20998	3.21541	3.21477	3.22242	3.15647	3.15638	3.18507	3.20562	3.22365	3.23394	3.19728	3.1229	3.1778	3.19392	3.19096	3.21939	3.22659	3.22685	0.11983600696966279	0.11692178480188854	0.11204885784127211	0.10861745522045052	0.10210203792801945	0.09670186088191694	0.010512427813158262	0.010512427813158262	0.01051670158329544	0.01051927345356305	0.01051927345356305	0.010525995978740215	-0.081	-0.157	-0.147	-0.207	-0.126	-0.0	0.001	0.001	-0.0	0.001	0.6298799660080728	0.5212611985472154	0.5328671920607122	0.46551652298850577	0.5606245989304811	0.995220297029703	0.9838059701492538	0.9838059701492538	0.995220297029703	0.9838059701492538
Ga0196617_10000595	2.82792	2.91709	2.91736	2.93247	2.89046	2.90457	2.86297	2.84185	2.85913	2.87299	2.95869	2.91882	2.90159	2.89977	2.81875	2.87417	2.89523	2.97348	2.93729	2.88493	2.86898	3.19404	3.24479	3.23246	3.2438	3.25024	3.23367	3.28261	3.23405	3.23708	3.20084	3.27477	3.24333	3.23057	3.26096	3.21687	3.22362	3.224	3.24114	3.24425	3.24654	3.28517	0.10317543909747576	0.1028246605835343	0.10292209957050179	0.10269303005421598	0.1027422233422883	0.10922608425462114	0.010566793823988696	0.010566793823988696	0.010566793823988696	0.010566793823988696	0.010566793823988696	0.010566793823988696	-0.025	0.01	-0.014	0.012	0.146	-0.0	-0.0	-0.0	-0.0	-0.0	0.772907321704046	0.8362391214256109	0.8187050499445055	0.8276252736666954	0.5337988940628637	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000596	2.93471	2.99724	3.02071	3.02943	2.9687	2.96818	2.87759	2.90178	2.9246	2.9646	3.01122	3.01619	3.00691	2.97125	2.89354	2.93182	2.98709	3.01953	3.02077	2.98305	2.96075	3.27561	3.30576	3.30841	3.30355	3.31734	3.32675	3.31881	3.2817	3.29782	3.29338	3.31861	3.3223	3.32212	3.3203	3.28534	3.29642	3.30637	3.30929	3.31402	3.32314	3.32164	0.06926571942514016	0.06820946415033893	0.068078762279236	0.06803607663620004	0.06800158149266186	0.06788527334415281	0.006262233741402445	0.006262233741402445	0.006262233741402445	0.006262233741402445	0.006262233741402445	0.006262233741402445	-0.038	-0.011	-0.004	-0.003	-0.007	-0.0	-0.0	-0.0	-0.0	-0.0	0.7298992618323921	0.8320235925389656	0.8595141063619689	0.862323777286543	0.8492449134527783	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10000597	2.79762	2.89364	2.87324	2.90578	2.86478	2.86263	2.81276	2.76794	2.83069	2.86314	2.91629	2.89418	2.87632	2.86188	2.735	2.83592	2.88559	2.93276	2.91988	2.84869	2.85259	3.13676	3.1645	3.16451	3.17096	3.15443	3.15951	3.11343	3.1229	3.14695	3.16155	3.17122	3.15221	3.16271	3.14657	3.12453	3.15281	3.15831	3.165	3.15992	3.1553	3.14823	0.11317773646199539	0.09092166835366991	0.07778694545475341	0.06724813145042327	0.06676602181200565	0.06565928374742434	0.009696463670132783	0.009696463670132783	0.009703191014249279	0.009707270283621169	0.009707270283621169	0.009723383701086673	-0.31	-0.324	-0.367	-0.025	-0.034	-0.0	0.002	0.002	-0.0	0.003	0.3793372530573845	0.3699476236663432	0.3362414541508411	0.772907321704046	0.7424119178082187	0.995220297029703	0.9710849056603774	0.9710849056603774	0.995220297029703	0.9571884057971013
