ORF	t2A	t3A	t4A	t5A	t6A	t7A	t8A	t2B	t3B	t4B	t5B	t6B	t7B	t8B	t2C	t3C	t4C	t5C	t6C	t7C	t8C
Ga0196617_100004210	22.916323395563	24.135346451902	23.8329614471673	24.0064386778856	23.7584538041909	23.2776818672418	24.7780534032189	23.2814780059446	23.7104159397336	23.5052605723303	24.3255984491347	23.4539892004721	23.9854334177453	24.4550961022632	23.1045977104982	23.5364474858214	24.3624194996262	23.2415599715219	22.5688734377148	23.6315576424935	24.7532014824238
Ga0196617_100004212	23.8791108136551	25.1367516010987	24.5405399993992	25.015790986728	24.6135165415983	23.9838602619952	24.9013513686009	25.0830630267025	24.6737907451505	23.9662554230231	24.8456006908602	24.5759130743722	24.0489878734377	25.0168923454324	24.4311228393264	24.1028278409425	24.4524126553684	24.0449142654246	23.9371481496997	24.0164240677164	24.9940909522528
Ga0196617_100004214	23.2421623931541	23.2858875134208	24.0700915137516	23.6158909507868	23.3306562897244	22.7896772835226	22.7664215618557	23.3990144746835	23.6613369617083	23.0156054911035	24.0290573667301	23.5150532387411	23.6631647259416	23.7118590458951	23.3819850450143	23.4794720353403	23.7602727087571	24.0196373514362	23.5809840273983	23.2264210047321	23.4060171719361
Ga0196617_100004221	22.5592547841895	24.3525319886792	23.929145819989	24.5184377902136	24.0164859745673	23.9148954872156	23.7916372254849	23.670343414547	24.1335746411326	23.9656928114644	24.1839537115321	24.1907280319944	23.6495859086808	23.8864313203813	23.1083574670764	24.1115506754352	24.0812229041886	24.0614647815563	23.9672832407804	23.7822406979482	23.9626517877304
Ga0196617_100004233	30.0597927841006	30.018649822293	29.5843386044995	29.0004535106354	29.6230268258777	29.1977207368231	28.9481492385741	30.349968604344	29.8810178490607	29.1563599556338	29.3546009020959	29.2779279707029	28.6499453691295	29.0164295282005	30.1046175058261	29.5409844572272	29.4951297421696	29.0375842349797	28.9112461061157	28.9238330529763	29.0445609505455
Ga0196617_10000424	26.0205205124088	26.6192800721583	26.2507506745919	25.5834750041244	25.6354615480624	25.3410893648315	25.8157959650351	26.3876769904862	26.3177623350718	25.852151906117	26.0951919088871	25.8389388590182	25.868281368606	25.7667733777052	25.979208020548	25.7798363616854	26.5701039677489	25.4825988492951	25.8101098988325	25.6046853667187	25.8807608559503
Ga0196617_100004241	27.2513664504151	28.6062703038715	27.9033721103048	28.6241322066272	28.3339522765297	27.0445018208319	26.9121301120571	27.5554480399781	27.6432796500472	27.1917044144576	28.5550023559573	27.2592182050435	27.454828009794	26.3429433221176	27.7480783315487	28.0950543069825	28.4895313488693	28.7326597018931	27.4875461437794	27.2496649153129	26.8915437675091
Ga0196617_100004246	24.1248901868813	24.9118537310255	25.1324809853553	25.1600381447252	25.3319324845181	25.4138427378076	24.8907636979856	24.2231543329884	24.6197765965682	24.8815091268495	25.5090499212982	25.4691031232513	25.4128738871093	25.0282508843312	24.5025668685312	24.7154514283236	24.82087262597	25.6356018213461	25.6065504805981	25.4133583124584	24.923245449527
Ga0196617_100004247	24.5695136988414	25.5033837412392	26.0051881177851	25.4338717946134	25.7157879823093	25.3219546095554	25.1502914668417	25.06466589106	25.2318784245199	25.0217588276247	25.4565426679462	25.4728091419016	25.2664240405687	25.327530440401	24.5685997409436	25.1785929143902	25.1651051101439	25.1096817886035	25.2088105226257	25.2941893250621	25.7210062936246
Ga0196617_100004254	25.4530012744064	26.1829870197134	25.1481533587707	21.9755806549017	24.1573538515142	22.9224003538328	22.7883303589874	26.0592217463773	25.7670931448577	23.651643553818	22.9110178821751	23.1591029773853	22.6376600813892	22.7432341789456	25.3951469492581	23.2700651385853	24.2024608178738	23.0528967251164	23.378413942783	22.780030217611	23.8122407075175
Ga0196617_100004259	25.7735768062034	26.2666142313722	26.4987228191972	26.951908546155	26.8265010395145	26.5492094511908	25.9223163842999	25.4694337696371	25.7118743805971	26.6193877053924	26.8349804305856	26.7444440149348	25.576015344636	27.6417126254665	25.1677148051134	26.6247416030735	26.7555335998637	26.2660432733468	26.1447134090217	26.0626123979134	25.7852895114589
Ga0196617_100004260	25.9373911606664	27.5788202127034	27.3810206330871	27.7180269232017	28.0603643740575	27.7481729488075	27.5237008635502	26.5362355873819	27.2768384471471	27.1519575614916	27.6680455799582	27.8704513368049	27.1406258381781	27.2342912555685	26.1801093444729	26.6848157870685	27.6302676950015	28.0841912381565	27.6890381289145	27.4443993934928	27.2550901624231
Ga0196617_100004261	23.050024789485	24.1093865281623	24.7613237682416	24.7318747168828	24.8239243349142	24.3188888920918	24.2945510400018	23.6225328869261	23.7956896940341	23.509593396473	24.671877658366	24.7365946094144	23.912306064602	24.1392435608303	23.3121384230623	23.8767268523581	24.3606418110862	24.7080042002218	24.5845658601281	24.1155974783469	24.4240664839242
Ga0196617_100004265	22.2945377159474	23.9592111670217	23.8253833008296	24.556503781793	23.831959398625	23.5177388177205	23.9702697442637	23.326979228973	23.8657401805788	23.6456412911167	24.2978134818274	24.4072858180078	23.5841883435198	23.9404367527804	22.9459599116343	23.5866243467775	24.3604782982919	24.3202378048653	23.9810309245056	23.5509635806201	24.2160243697705
Ga0196617_100004266	24.4324954378163	26.1339922566326	26.4062339924928	26.2260777308374	26.3431867559225	26.2037884656913	25.6545448739169	25.0793731689839	25.8076461303292	25.7607670650286	26.8709574118747	26.3895475663042	26.2221714009479	25.8391961646366	25.1363180090916	25.5653135435629	26.3058669192503	26.8705270753052	26.8223338879913	26.2129799333196	26.0705189079321
Ga0196617_100004270	22.0440402862714	22.5706122182794	23.235623401004	23.5745961957074	24.0511348220464	23.3271520653908	23.8372345417873	22.7204588526477	24.078248263835	23.5591272131871	22.9660397493676	22.5984640622866	21.9326861306034	23.8070245933835	22.0459010350815	22.9913980182451	24.3980446014241	22.876859623209	22.7249681730909	22.6299190979971	24.6305545087407
Ga0196617_100004278	23.8747589377344	23.5281968203762	23.8312535006781	23.0174387779458	22.5377086557045	21.7408279379697	21.7448342963535	24.6603903386287	23.8674774174438	23.0135152143233	23.646665946584	22.0376399315369	21.917725568787	21.3386427563206	24.1362824942522	24.4062178688747	22.7053074955647	24.268143270987	22.0531896910954	21.8292767533784	22.3139545403067
Ga0196617_100004285	25.2325725194717	25.7936624086082	24.9282571100736	25.3489187371399	25.1492056325897	25.0818383122369	24.7529206694009	26.1699410897198	25.5695444686208	24.7313740420381	24.7599243402025	25.0086128391896	24.0312574597671	24.8189589364523	25.2141571707046	24.9807959364939	25.0948947708418	25.092624152794	24.7436606648397	24.556547886002	24.895248559656
Ga0196617_100004288	25.1120484343436	25.5295781703733	25.4309446116364	24.9208925996526	25.3538342311266	24.7505646769973	25.4181137546006	25.2166535086457	25.0725558345842	24.2418076331667	25.6120791999792	23.7018645242327	24.8183764737661	25.1555988781621	24.9907658409511	23.8737702373891	25.4143885166663	25.1114840566724	24.6598740089203	24.7844705753817	25.6699865550996
Ga0196617_10000429	23.8103927379313	24.8693951095678	24.2910652668291	24.2267159977892	24.3723540971609	23.8679646073006	24.2432255514329	24.4037702247568	24.4296543119735	24.1193408690371	24.7466124661291	24.0861714999096	23.7222987726135	23.6542015860962	23.6884347304132	24.2339211335791	24.8057053440465	24.1963383944164	23.9455854476696	23.7951316899571	24.4415205858834
Ga0196617_100004298	24.7794994956746	26.0989266265035	25.3500346067405	24.7819200602309	25.8024288669081	24.7598772699522	25.1085620735331	24.5183832517849	25.2947945716469	25.2685655251684	25.2885175258827	24.4270882886478	25.0253440733988	24.9483869377909	24.6605541743636	25.3326542571716	25.108817046565	25.672732166444	24.1614513473807	24.8926106716755	25.2598121485282
Ga0196617_100004299	26.8091420279732	28.4299863093046	28.7774363272532	29.1277207837195	29.413780147442	29.1741714933932	28.6982404621817	27.5285948303252	28.3255251907916	28.3720228692555	29.184663962034	29.2074688387601	28.880093822206	28.6442216374286	26.8181633965231	28.3128506519511	28.837449199336	29.0051046136774	28.8040960278197	29.0271326577996	28.8742258865595
