ORF	t2A	t3A	t4A	t5A	t6A	t7A	t8A	t2B	t3B	t4B	t5B	t6B	t7B	t8B	t2C	t3C	t4C	t5C	t6C	t7C	t8C
Ga0187564_105183	18.4461606849693	18.927151688665	18.8292406242033	17.9548931518251	16.6897655145081	16.6444089222507	18.341276368832	18.7605349543035	18.7329267037529	19.1879336528651	17.9284262257852	17.1662455573436	17.3814079113572	19.692251178186	18.5549775335402	18.9614545931257	19.0690795144324	17.7629928762312	17.4911228010264	17.012908416804	18.1196605336625
Ga0196617_10000410	16.3263306849693	18.167581688665	18.5269006242033	18.1732831518251	16.5984355145081	16.7496289222507	16.035436368832	16.2437049543035	17.4777267037529	17.9539036528651	17.6376362257852	17.5572155573436	16.7298379113572	17.743901178186	15.3147275335402	17.9077445931257	18.1281795144324	18.3704228762312	16.9404328010264	16.739733416804	17.0235705336625
Ga0196617_100004108	17.5209506849693	18.351381688665	18.9996606242033	18.7251131518251	16.2501655145081	15.8941289222507	15.063736368832	17.2305249543035	17.1382367037529	18.1337736528651	16.9296262257852	17.2328355573436	16.8893979113572	16.043721178186	16.4568075335402	17.2470045931257	17.3991395144324	16.4848828762312	16.4330928010264	16.391763416804	15.0914505336625
Ga0196617_100004109	19.0591106849693	20.072971688665	19.8243106242033	19.0450231518251	16.8711255145081	17.1580589222507	15.932426368832	18.0138749543035	19.3462767037529	19.5163236528651	18.2110362257852	17.9469855573436	17.0920379113572	17.714781178186	18.1679575335402	19.7028245931257	19.4044495144324	19.5155728762312	17.7603828010264	17.125048416804	16.3105705336625
Ga0196617_100004112	18.6556906849693	19.899271688665	20.2269406242033	20.0984431518251	18.0926055145081	17.8813589222507	17.739576368832	17.9564749543035	18.8880367037529	19.9061436528651	19.2237962257852	19.4127455573436	18.7279879113572	19.970941178186	17.3260675335402	19.5205245931257	19.9281995144324	19.9791928762312	19.4711128010264	18.304673416804	19.5935305336625
Ga0196617_100004113	18.3396806849693	19.873901688665	20.1803806242033	19.9394331518251	17.9995255145081	18.4938389222507	17.987506368832	17.7657749543035	18.9792467037529	19.7151136528651	19.4321262257852	19.7746455573436	18.9087479113572	19.296261178186	17.3842575335402	19.4318845931257	19.8219395144324	20.3101628762312	19.3855028010264	18.701293416804	19.0346605336625
Ga0196617_100004128	16.8259406849693	18.818601688665	19.5231606242033	19.7461831518251	18.5680055145081	17.9814989222507	16.926466368832	16.5313649543035	18.4175467037529	19.3686836528651	19.5051862257852	19.6648355573436	17.8017679113572	17.572081178186	16.2069375335402	18.6366845931257	19.4008295144324	20.1164528762312	19.3728428010264	17.891633416804	17.4101705336625
Ga0196617_100004134	18.8680406849693	21.399491688665	21.4959506242033	20.4235331518251	17.7491655145081	16.9786089222507	18.076726368832	18.6480449543035	21.4410567037529	21.4555336528651	20.4708562257852	18.6781255573436	17.7911479113572	17.786671178186	18.8282975335402	21.8134745931257	21.8991295144324	21.4114828762312	18.4161828010264	17.384878416804	18.4142105336625
Ga0196617_100004135	17.3973406849693	20.376641688665	20.9599206242033	21.8525331518251	20.3721255145081	20.1114289222507	19.830646368832	17.3543849543035	19.6623167037529	20.9399536528651	21.8259462257851	21.1018255573436	19.8548379113572	20.958281178186	17.0048575335402	19.9648945931257	21.3115795144324	21.7503428762312	20.9518728010264	19.983133416804	19.9910705336625
Ga0196617_100004136	16.9820106849693	18.654691688665	19.9658806242033	20.4351131518251	19.2533955145081	19.0240389222507	18.570416368832	16.2985349543035	18.6943667037529	20.0035836528651	20.6959662257852	19.8718055573436	18.8992779113572	18.765321178186	16.0053775335402	18.9759945931257	20.2524395144324	20.3496628762312	19.8013128010264	18.961658416804	18.3675905336625
Ga0196617_100004150	16.7680706849693	19.070571688665	19.4540506242033	20.2812031518251	19.6643755145081	18.9506189222507	18.566966368832	16.4120949543035	18.6422067037529	19.2357336528651	20.5036962257852	19.8404055573436	18.3884079113572	18.714901178186	16.0503775335402	19.0510145931257	19.8452295144324	20.4152128762312	19.4971228010264	18.669513416804	18.6461305336625
Ga0196617_100004154	16.4085606849693	18.982381688665	19.9405206242033	20.2042031518251	19.2180355145081	18.7897189222507	18.244516368832	16.2143749543035	18.6736867037529	19.8075236528651	20.3240562257852	19.7405355573436	18.5763679113572	17.768471178186	15.6969275335402	19.0267245931257	19.7937095144324	19.9064828762312	19.2055228010264	18.683043416804	17.3855405336625
Ga0196617_100004155	15.7456806849693	17.890981688665	18.2342406242033	18.3658131518251	16.8585655145081	16.6934789222507	16.075756368832	15.6392549543035	17.4044467037529	18.1493036528651	18.2423162257852	17.7105455573436	16.2340779113572	17.273081178186	14.8280475335402	17.6207645931257	18.3375095144324	18.7667028762312	17.4381628010264	16.463778416804	16.6030605336625
Ga0196617_100004156	16.8657806849693	18.939531688665	19.1693706242033	18.7128931518251	16.8751355145081	17.1740189222507	16.417366368832	16.7283449543035	18.2153067037529	18.5258336528651	17.7602762257852	18.2003355573436	16.9797779113572	17.643441178186	16.7592575335402	18.4691545931257	18.7411495144324	18.7203628762312	17.6929328010264	17.076898416804	17.0409005336625
Ga0196617_100004164	14.7692936849693	17.222701688665	18.3578206242033	18.1128431518251	16.9002155145081	16.8634089222507	16.464916368832	14.5257849543035	17.0231867037529	17.8325536528651	18.1361362257852	17.8065555573436	17.0604079113572	17.292191178186	14.7141775335402	17.0306345931257	17.9532895144324	18.0730828762312	17.7067628010264	16.961908416804	17.2917505336625
Ga0196617_100004167	16.1036306849693	18.157071688665	18.9401506242033	18.6103431518251	17.3582855145081	17.4131489222507	17.325996368832	16.1672749543035	17.5022967037529	18.6419036528651	18.4207362257852	18.2857255573436	18.0798379113572	18.184701178186	16.0367275335402	17.7593945931257	18.8160195144324	18.1770128762312	18.0190028010264	17.746493416804	18.0215505336625
Ga0196617_100004168	15.4132306849693	17.337421688665	18.5827806242033	18.0855031518251	17.2155255145081	16.9682189222507	17.106046368832	15.6622849543035	16.9467367037529	17.9212836528651	17.9448862257852	18.0536055573436	18.1093979113572	17.370891178186	14.7157075335402	17.1798845931257	18.1534095144324	17.8585128762312	17.3776428010264	17.538808416804	17.5841905336625
Ga0196617_100004188	16.5354106849693	18.391151688665	18.7919506242033	18.1608831518251	17.1194755145081	17.3325389222507	16.777736368832	16.7832449543035	17.7428867037529	18.6050636528651	17.9184962257852	17.8693255573436	17.0364279113572	17.527271178186	16.3613475335402	17.7370845931257	18.4356095144324	19.0126028762312	17.5169628010264	17.184483416804	17.0735705336625
Ga0196617_100004190	15.1730206849693	17.021581688665	16.6834006242033	16.7386031518251	16.2187255145081	16.1276589222507	15.658016368832	15.2087749543035	16.2699867037529	16.6070936528651	15.3330732257852	16.6996955573436	16.3518979113572	16.541891178186	15.3772175335402	16.4349245931257	17.0171895144324	16.8079928762312	16.7576528010264	16.239778416804	15.5917505336625
Ga0196617_100004196	16.5454806849693	18.329401688665	19.1205506242033	19.6864031518251	18.9500955145081	19.3068589222507	18.284446368832	15.6446749543035	17.5838567037529	18.5668036528651	19.3784262257852	19.7089555573436	18.4554479113572	19.959711178186	14.9192275335402	17.8508445931257	18.8140895144324	19.2653528762312	19.3725728010264	18.881153416804	18.7392305336625
Ga0196617_100004200	17.1972006849693	18.548311688665	18.9153906242033	18.7588431518251	17.6657455145081	17.5083189222507	17.103436368832	16.4803249543035	18.2734767037529	18.8556536528651	18.5653462257852	18.3053355573436	17.4471579113572	18.177391178186	16.3243775335402	18.4450845931257	18.9587295144324	18.9490228762312	18.2146828010264	17.477738416804	17.5643905336625
Ga0196617_100004203	15.8064306849693	18.071641688665	18.1376406242033	16.3489631518251	14.6019675145081	14.8076289222507	14.999136368832	15.3257449543035	17.0225767037529	17.2958236528651	16.6185762257852	16.6699955573436	13.8794329113572	15.957451178186	15.4827175335402	16.9996245931257	17.2874995144324	18.4440528762312	15.1188358010264	14.343530916804	16.2514605336625
Ga0196617_100004205	19.7045906849693	21.274921688665	21.0633606242033	21.2110831518251	20.1414655145081	20.4521289222507	20.033566368832	18.6240549543035	20.2407767037529	20.6844536528651	20.8616762257851	21.3489155573436	20.4301079113572	21.863731178186	17.9181675335402	20.2918745931257	20.7310795144324	21.1041228762312	21.1552428010264	20.441118416804	21.3952605336625
Ga0196617_100004206	17.5294706849693	20.943241688665	21.1259606242033	22.0476131518251	20.7491955145081	20.8165189222507	20.009576368832	17.1623649543035	19.9838867037529	20.8412636528651	21.4964262257852	21.8308355573436	21.0548179113572	21.711851178186	16.7501975335402	20.1495845931257	20.8327395144324	20.9764328762312	21.6032528010264	20.935668416804	20.9436405336625
Ga0196617_100004207	18.1665906849693	20.205601688665	20.6044106242033	21.1488231518251	20.5836155145081	19.6945289222507	19.837316368832	17.5958349543035	19.7740867037529	20.6752936528651	21.5609062257851	20.5838255573436	19.3368279113572	20.086211178186	17.7068575335402	20.1378545931257	21.1147895144324	20.9942128762312	20.4180428010264	19.515678416804	19.7928005336625
Ga0196617_100004208	17.7155706849693	18.961231688665	19.5372506242033	20.2378531518251	19.7040155145081	19.1881189222507	19.136886368832	16.8889649543035	18.8432367037529	19.6969736528651	20.5613462257852	19.9194355573436	18.9285179113572	19.193301178186	16.7932375335402	19.0997045931257	20.1955495144324	20.2744728762312	19.9942728010264	19.058318416804	18.6617105336625
Ga0196617_10000421	18.5099106849693	21.804451688665	21.9685206242033	21.9515831518251	18.6106355145081	17.0707289222507	15.916026368832	18.1221149543035	20.2491167037529	21.7996136528651	21.4734362257852	19.5600055573436	18.0450479113572	16.152421178186	18.0523875335402	20.9392045931257	21.9061995144324	21.9627328762312	19.8181128010264	17.557888416804	16.4863205336625
Ga0196617_100004210	17.7410106849693	18.930241688665	19.9239306242033	19.6876231518251	18.6120255145081	18.2909989222507	18.419946368832	17.3097849543035	18.7403067037529	19.8229136528651	19.7291862257852	19.2158955573436	19.0012079113572	19.062901178186	17.2438475335402	19.1946845931257	20.2103295144324	19.5825128762312	18.9574328010264	18.646103416804	19.1008505336625
Ga0196617_100004212	18.1325606849693	19.565371688665	19.3019306242033	19.5166431518251	18.0358055145081	17.9201789222507	17.232906368832	18.3104249543035	18.9855367037529	19.0441736528651	18.9911962257852	18.9781855573436	17.9340579113572	18.358161178186	18.0564875335402	19.1595145931257	19.0128895144324	18.7692128762312	18.5675728010264	17.927118416804	17.7487605336625
Ga0196617_100004214	17.0742506849693	18.381991688665	18.5609106242033	18.0352431518251	17.1070555145081	17.0854989222507	17.068906368832	16.2973049543035	17.4086267037529	17.9973936528651	18.3928562257852	18.1938855573436	17.6033979113572	18.699991178186	16.1472175335402	17.8525245931257	18.2717995144324	18.9518928762312	18.3421528010264	17.344448416804	18.0239405336625
Ga0196617_100004221	16.6598406849693	16.689871688665	16.3659206242033	16.9251731518251	15.3398555145081	14.7386289222507	15.120926368832	15.9502349543035	16.7596667037529	16.5767036528651	17.0751662257851	15.0686585573436	15.2750579113572	15.728131178186	15.6720275335402	17.0429845931257	17.3057795144324	17.1672128762312	15.5448328010264	15.006843416804	15.9043005336625
Ga0196617_100004233	22.0483106849693	21.309201688665	22.4831306242033	22.5822031518251	19.6152355145081	19.3928689222507	17.661966368832	21.6009149543035	20.8210067037529	21.5031436528651	20.1819162257852	20.5400455573436	19.8420879113572	19.092751178186	21.2803675335402	20.8555345931257	21.2039295144324	20.0121628762312	19.3989728010264	19.617478416804	18.0867405336625
Ga0196617_10000424	17.7318906849693	19.037771688665	19.4221906242033	19.2976031518251	18.6341255145081	18.6291189222507	18.452126368832	17.8033249543035	18.9288467037529	19.3100336528651	19.4984362257852	19.5638055573436	19.0074979113572	18.502461178186	17.6187175335402	19.0947745931257	19.4397195144324	19.4813628762312	19.1941728010264	18.818308416804	18.2568605336625
Ga0196617_100004241	17.8268906849693	20.996321688665	21.2086106242033	21.7591031518251	20.3876255145081	19.8480089222507	19.282586368832	16.1850849543035	19.5143867037529	21.0159536528651	21.5305762257852	21.2011455573436	19.6250679113572	22.043881178186	16.2862375335402	20.1138345931257	21.3577995144324	21.8554528762312	20.8950628010264	19.736538416804	20.9103005336625
Ga0196617_100004246	15.9203706849693	18.040051688665	18.8980606242033	18.8837231518251	18.1715955145081	17.9369389222507	17.470786368832	15.4639149543035	17.3725067037529	18.4808836528651	19.0778162257852	18.6755255573436	17.6324179113572	17.868901178186	14.1449575335402	17.7204545931257	18.7985395144324	19.3842228762312	18.2307928010264	17.784678416804	17.3324805336625
Ga0196617_100004247	15.8169606849693	17.576891688665	18.2311506242033	18.1977031518251	17.4694555145081	17.3385589222507	16.875066368832	16.2854049543035	17.3286667037529	17.9669736528651	18.1985262257852	18.1847255573436	17.5302779113572	17.501101178186	15.6706575335402	17.4909545931257	17.9980395144324	18.4808928762312	17.8875828010264	17.434418416804	17.1307505336625
Ga0196617_100004254	18.2694206849693	20.940251688665	21.0940606242033	21.9030431518251	19.9335855145081	20.2001889222507	18.697156368832	16.7796149543035	19.2041467037529	20.1596736528651	20.9090662257852	21.7262455573436	20.8941079113572	21.037251178186	16.9636375335402	19.3598245931257	20.1302295144324	21.0180628762312	21.5778828010264	20.547148416804	20.2113005336625
Ga0196617_100004259	16.9731906849693	18.814041688665	19.3700906242033	19.7318231518251	19.3378355145081	18.5451389222507	18.484036368832	16.7899749543035	18.1861767037529	19.2376036528651	19.9753062257852	19.4368555573436	17.8789079113572	20.150531178186	15.7240375335402	18.2282845931257	19.1321495144324	19.3078728762312	19.5651228010264	18.212023416804	19.5295205336625
Ga0196617_100004260	14.5272426849693	16.459561688665	18.4196706242033	18.6701231518251	17.8305055145081	17.8269389222507	17.216816368832	15.4160849543035	16.7787767037529	18.3403436528651	18.9519962257851	18.4792455573436	16.7528379113572	18.547601178186	13.8614075335402	17.4559545931257	18.3698395144324	18.7431928762312	17.9369428010264	17.289888416804	17.3119605336625
Ga0196617_100004261	16.1263106849693	17.527081688665	18.6559506242033	18.9670331518251	18.2515055145081	18.1227989222507	17.561816368832	15.5912349543035	17.6743567037529	18.7826736528651	19.0974662257852	18.8813455573436	17.6228079113572	18.594201178186	15.5479275335402	17.7211545931257	18.4951995144324	19.2898828762312	18.6075128010264	17.872803416804	17.8672805336625
Ga0196617_100004265	16.9711306849693	19.259931688665	19.9734206242033	19.8882531518251	18.8850755145081	18.7830089222507	18.292726368832	16.9322949543035	18.8284267037529	19.4193436528651	19.6803762257851	19.6971355573436	18.8028979113572	19.272411178186	16.6204575335402	19.0207245931257	19.6319595144324	20.2304228762312	19.4704728010264	18.792953416804	18.8062305336625
Ga0196617_100004266	16.9699806849693	19.917781688665	19.9594206242033	19.8374031518251	18.2626055145081	18.1770489222507	17.384756368832	15.7916949543035	18.8969767037529	19.4678636528651	19.5008862257852	19.2005655573436	17.8028479113572	18.941601178186	15.8709375335402	18.8703245931257	19.6584495144324	20.1239428762312	19.1763428010264	17.989948416804	18.1885005336625
Ga0196617_100004270	16.6020206849693	18.184131688665	18.9455806242033	19.3536331518251	19.2601155145081	19.6508989222507	18.669236368832	15.9898649543035	17.7697967037529	18.1629236528651	19.2838862257851	20.3276655573436	19.2344979113572	19.368261178186	15.5919875335402	17.9081945931257	18.4788695144324	18.9958328762312	19.6995228010264	19.442698416804	18.8352705336625
Ga0196617_100004278	13.9930816849693	16.672581688665	17.6310306242033	17.8994731518251	16.1656655145081	16.0543189222507	15.409506368832	14.9948049543035	15.5230167037529	17.2829236528651	17.1073962257852	16.9754755573436	16.9362879113572	16.180321178186	14.3945375335402	15.5023245931257	17.2713895144324	16.5818028762312	16.3646228010264	16.495303416804	15.5175105336625
Ga0196617_100004285	15.8200106849693	15.438015688665	15.8932206242033	16.0641331518251	15.2384855145081	15.2414989222507	14.224256368832	15.2403049543035	14.3911197037529	15.3813476528651	15.7353102257852	15.9381455573436	15.4397579113572	15.033686178186	14.6750675335402	15.0963445931257	15.2584725144324	14.4956628762312	15.7073128010264	15.340628416804	14.3605525336625
Ga0196617_100004288	17.4675906849693	18.878581688665	19.1500806242033	19.3049331518251	18.1333555145081	18.0050289222507	17.493926368832	15.5752149543035	17.3945167037529	18.6645736528651	19.1917262257851	18.9364255573436	17.4872179113572	18.840901178186	15.3772375335402	18.0039845931257	18.9868795144324	19.6750728762312	18.9874528010264	17.746123416804	18.2406905336625
Ga0196617_10000429	16.5841806849693	18.548071688665	18.8500006242033	18.6692031518251	17.3527055145081	17.5067589222507	16.930266368832	16.3437949543035	17.9551567037529	18.5920636528651	18.8109562257852	18.5799555573436	17.8109979113572	18.133271178186	16.0716375335402	18.1514545931257	18.5251295144324	19.1389728762312	18.3489428010264	17.658878416804	17.4331905336625
Ga0196617_100004298	19.2235606849693	22.160201688665	22.9165206242033	23.5343231518251	20.9326755145081	20.3948889222507	19.941606368832	18.2570449543035	21.2799167037529	22.6341136528651	23.1571062257851	21.6536755573436	20.4380379113572	21.394661178186	17.9125575335402	21.7116745931257	22.9974395144324	23.6726528762312	21.3125628010264	20.416463416804	20.7234605336625
Ga0196617_100004299	18.2109306849693	20.670311688665	21.9231106242033	22.4766331518251	20.3199355145081	19.7665689222507	19.029296368832	17.0656349543035	20.2840667037529	21.5313636528651	22.1442462257851	20.9940055573436	19.6305279113572	19.575191178186	17.1209875335402	20.5034245931257	21.7982795144324	22.5273628762312	20.7727028010264	19.698548416804	19.1863805336625
Ga0196617_100004308	15.8771306849693	17.565621688665	17.7839406242033	18.0931031518251	17.4163955145081	17.4510289222507	16.876646368832	15.9114449543035	17.4625367037529	18.1495836528651	18.4313662257852	18.0174555573436	17.2816779113572	17.780261178186	15.6364675335402	17.7326145931257	18.0020495144324	18.0255628762312	17.9310128010264	17.366353416804	17.5484405336625
Ga0196617_100004309	15.4682306849693	16.966971688665	18.2406006242033	17.8606831518251	17.1574955145081	16.8450289222507	16.578296368832	14.8942549543035	16.8292267037529	17.7471036528651	18.4741062257852	18.2722855573436	16.9186579113572	17.077531178186	14.0636975335402	17.2071945931257	17.9563395144324	18.7050928762312	17.9006928010264	16.881843416804	17.1437405336625
