T1A	12	-	1.3656e+12
T8B	3	-	1.06346e+12
T7C	1	+	3.75921e+11
T7A	13	-	4.78273e+11
T6B	13	-	3.34031e+11
T6B	5	-	6.37523e+10
T5C	13	-	5.91029e+11
T5A	13	+	1.27733e+12
T5A	5	+	8.1035e+12
T4B	13	+	1.00274e+12
T4B	5	+	2.8731e+12
T3C	13	+	1.21117e+12
T1C	9	-	3.17191e+12
T1A	9	+	7.12836e+12
T8C	1	-	3.89795e+11
T6C	1	+	2.96394e+11
T6A	13	-	1.95478e+12
T5B	3	+	3.80951e+12
T4C	13	-	1.78721e+11
T4A	13	+	6.89964e+12
T2C	13	+	6.25652e+12
T8C	14	+	8.5961e+11
T7C	1	-	1.29545e+11
T7A	1	+	3.07611e+11
T5C	1	+	1.88015e+12
T5A	13	-	1.22539e+12
T5A	5	-	1.8362e+12
T4B	13	-	2.54202e+11
T4B	5	-	7.13587e+11
T3C	13	-	7.06381e+11
T3A	13	+	7.17452e+12
T3A	5	+	3.79881e+13
T1C	13	+	7.03161e+12
T1A	9	-	2.30454e+12
T7C	14	+	2.26929e+12
T6C	1	-	2.56078e+11
T6A	1	+	2.8765e+12
T5B	3	-	1.11296e+12
T4C	1	+	6.7272e+11
T4A	13	-	2.11244e+12
T3B	3	+	2.10955e+13
T2C	13	-	2.74053e+12
T2A	13	+	3.49616e+12
T2A	5	+	2.94501e+13
T1B	13	+	2.77662e+13
T1B	5	+	2.37621e+13
T8C	14	-	1.30519e+12
T8A	14	+	1.18764e+12
T8A	6	+	7.53875e+12
T7B	14	+	2.58119e+12
T7B	6	+	3.5089e+12
T7A	1	-	1.09656e+11
T6C	14	+	7.24615e+11
T5C	1	-	1.0655e+12
T3C	1	+	9.13231e+12
T3A	13	-	2.61531e+12
T3A	5	-	8.98361e+12
T2B	3	+	2.11802e+13
T1C	13	-	2.29835e+12
T1A	13	+	6.92295e+12
T8B	4	+	4.30639e+12
T7C	14	-	1.00446e+12
T7A	14	+	1.1415e+12
T6B	14	+	8.90002e+11
T6B	6	+	8.8106e+11
T6A	1	-	1.16438e+12
T5C	14	+	2.39708e+12
T4C	1	-	1.63193e+11
T4A	1	+	4.35596e+12
T3B	3	-	6.65633e+12
T2C	1	+	7.64431e+12
T2A	13	-	1.77806e+12
T2A	5	-	8.10638e+12
T1B	13	-	7.82581e+12
T1B	5	-	6.21784e+12
T8C	2	+	2.42523e+12
T8A	14	-	4.82383e+11
T8A	6	-	1.60326e+12
T7B	14	-	1.45098e+12
T7B	6	-	3.02345e+12
T6C	14	-	5.8227e+11
T6A	14	+	4.20387e+12
T4C	14	+	1.91761e+11
T3C	1	-	4.57562e+12
T2B	3	-	3.89099e+12
T1C	1	+	7.89406e+11
T1A	13	-	2.0114e+12
T8B	10	+	1.20536e+12
T8B	4	-	1.49233e+12
T7C	2	+	2.19796e+12
T7A	14	-	4.79974e+11
T6B	14	-	3.64671e+11
T6B	6	-	2.63064e+11
T5C	14	-	2.46757e+12
T5A	14	+	1.39884e+12
T5A	6	+	8.80961e+12
T4B	14	+	7.04674e+11
T4B	6	+	2.88004e+12
T4A	1	-	8.63203e+11
T3C	14	+	9.26918e+11
T2C	1	-	1.5317e+12
T8C	2	-	1.02667e+12
T6C	2	+	1.30903e+12
T6A	14	-	1.83936e+12
T5B	4	+	4.21385e+12
T4C	14	-	3.41799e+10
T4A	14	+	3.46063e+12
T2C	14	+	4.04504e+12
T1C	1	-	4.01685e+11
T1A	1	+	4.37816e+12
T8C	15	+	5.70881e+11
T8B	10	-	3.46245e+11
T7C	2	-	1.06448e+12
T7A	2	+	1.99046e+12
T5C	2	+	3.56344e+12
T5A	14	-	8.31644e+11
T5A	6	-	1.57512e+12
T4B	14	-	1.80698e+11
T4B	6	-	7.77782e+11
T3C	14	-	4.63607e+11
T3A	14	+	5.85926e+12
T3A	6	+	4.20589e+13
T1C	14	+	2.85104e+12
T7C	15	+	7.35698e+11
T6C	2	-	1.24056e+12
T6A	2	+	3.48627e+12
T5B	10	+	1.35847e+12
T5B	4	-	1.26931e+12
T4C	2	+	2.06126e+12
T4A	14	-	8.02831e+11
T3B	4	+	3.41367e+13
T2C	14	-	1.30627e+12
T2A	14	+	3.15191e+12
T2A	6	+	2.99694e+13
T1B	14	+	1.4189e+13
T1B	6	+	3.38163e+13
T1A	1	-	9.60001e+11
T8C	15	-	5.07295e+11
T8A	15	+	5.48604e+11
T8A	7	+	5.34858e+12
T7B	15	+	1.82246e+12
T7B	7	+	1.26026e+13
T7A	2	-	8.25635e+11
T6C	15	+	3.95567e+11
T5C	2	-	9.99823e+11
T3C	2	+	1.79913e+13
T3A	14	-	3.99145e+12
T3A	6	-	8.85367e+12
T2B	4	+	4.15526e+13
T1C	14	-	1.08172e+12
T1A	14	+	9.69952e+11
T8B	5	+	5.39755e+12
T7C	15	-	2.52792e+11
T7A	15	+	1.83144e+12
T6B	15	+	1.89458e+11
T6B	7	+	1.11714e+12
T6A	2	-	1.08674e+12
T5C	15	+	1.44506e+12
T5B	10	-	8.21e+11
T4C	2	-	4.5724e+11
T4A	2	+	1.23374e+13
T3B	10	+	1.4309e+13
T3B	4	-	7.75477e+12
T2C	2	+	1.85758e+13
T2A	14	-	1.58017e+12
T2A	6	-	8.826e+12
T1B	14	-	4.11378e+12
T1B	6	-	9.22482e+12
T8C	3	+	2.85725e+12
T8A	15	-	5.41251e+11
T8A	7	-	1.63657e+12
T7B	15	-	1.06174e+12
T7B	7	-	1.10092e+13
T6C	15	-	2.43508e+11
T6A	15	+	2.71678e+12
T4C	15	+	2.63731e+11
T3C	2	-	3.93719e+12
T2B	10	+	4.72066e+12
T2B	4	-	6.38001e+12
T1C	2	+	2.40462e+12
T1A	14	-	3.65805e+11
T8B	11	+	5.97606e+11
T8B	5	-	1.75466e+12
T7C	3	+	1.97189e+12
T7A	15	-	8.62803e+11
T6B	15	-	6.06153e+10
T6B	7	-	2.08012e+11
T5C	15	-	7.37638e+11
T5A	15	+	7.73214e+11
T5A	7	+	8.66958e+12
T4B	15	+	3.13677e+11
T4B	7	+	4.58301e+12
T4A	2	-	3.25911e+12
T3C	15	+	6.77309e+11
T3B	10	-	3.93684e+12
T2C	2	-	3.98542e+12
T8C	3	-	6.9781e+11
T6C	3	+	4.5896e+12
T6A	15	-	1.0153e+12
T5B	5	+	5.86599e+12
T4C	15	-	8.41077e+10
T4A	15	+	7.75633e+12
T2C	15	+	2.24133e+12
T2B	10	-	1.15604e+12
T1C	2	-	6.79263e+11
T1A	2	+	1.73784e+12
T8C	16	+	2.2965e+11
T8B	11	-	4.20639e+11
T7C	3	-	7.32172e+11
T7A	3	+	3.78152e+12
T5C	3	+	5.20083e+12
T5A	15	-	6.94757e+11
T5A	7	-	3.83966e+12
T4B	15	-	8.37468e+10
T4B	7	-	1.40348e+12
T3C	15	-	4.06469e+11
T3A	15	+	6.42172e+12
T3A	7	+	3.55215e+13
T1C	15	+	7.54414e+12
T7C	16	+	5.19239e+11
T6C	3	-	3.87485e+12
T6A	3	+	6.70512e+12
T5B	11	+	6.6907e+11
T5B	5	-	1.20291e+12
T4C	3	+	1.42115e+12
T4A	15	-	2.6872e+12
T3B	5	+	2.6912e+13
T2C	15	-	1.27666e+12
T2A	15	+	1.78115e+12
T2A	7	+	1.87882e+13
T1B	15	+	1.34985e+13
T1B	7	+	2.37748e+13
T1A	2	-	3.94113e+11
T8C	16	-	4.90421e+11
T8A	16	+	4.19079e+11
T8A	8	+	4.20436e+12
T7B	16	+	7.03738e+12
T7B	8	+	8.49272e+12
T7A	3	-	1.30323e+12
T6C	16	+	5.8463e+11
T5C	3	-	1.98813e+12
T3C	3	+	2.67761e+13
T3A	15	-	3.03257e+12
T3A	7	-	1.00812e+13
T2B	5	+	4.55617e+13
T1C	15	-	2.76161e+12
T1A	15	+	9.50757e+11
T8B	6	+	8.55055e+12
T7C	16	-	2.90241e+11
T7A	16	+	1.23259e+12
T6B	16	+	2.61894e+11
T6B	8	+	5.29879e+12
T6A	3	-	1.47538e+12
T5C	16	+	4.37623e+11
T5B	11	-	5.31591e+11
T4C	3	-	4.04338e+11
T4A	3	+	2.07193e+13
T3B	11	+	1.23875e+13
T3B	5	-	5.24321e+12
T2C	3	+	2.20912e+13
T2A	15	-	1.38436e+12
T2A	7	-	7.37735e+12
T1B	15	-	5.55514e+12
T1B	7	-	5.59975e+12
T8C	4	+	3.96335e+12
T8A	16	-	3.59366e+11
T8A	8	-	2.25629e+12
T7B	16	-	4.07055e+12
T7B	8	-	5.22022e+12
T6C	16	-	4.72372e+11
T6A	16	+	3.73865e+12
T4C	16	+	1.3483e+11
T3C	3	-	5.51949e+12
T2B	11	+	4.14411e+12
T2B	5	-	9.96731e+12
T1C	3	+	1.64412e+13
T1A	15	-	2.94037e+11
T8B	12	+	6.30606e+11
T8B	6	-	2.03325e+12
T7C	4	+	2.837e+12
T7A	16	-	5.96624e+11
T6B	16	-	1.54413e+11
T6B	8	-	1.28937e+12
T5C	16	-	4.56484e+11
T5A	16	+	3.40044e+11
T5A	8	+	4.5283e+12
T4B	16	+	8.70491e+11
T4B	8	+	4.66872e+12
T4A	3	-	4.91104e+12
T3C	16	+	1.54968e+11
T3B	11	-	3.96531e+12
T2C	3	-	4.2139e+12
T8C	4	-	1.34415e+12
T6C	4	+	1.74378e+12
T6A	16	-	2.06166e+12
T5B	6	+	4.74544e+12
T4C	16	-	7.62167e+10
T4A	16	+	5.11603e+12
T2C	16	+	8.54873e+11
T2B	11	-	1.561e+12
T1C	3	-	4.84656e+12
T1A	3	+	1.05387e+13
T8B	12	-	5.31383e+11
T7C	4	-	1.03734e+12
T7A	4	+	2.62106e+12
T5C	4	+	4.03564e+12
T5A	16	-	4.29405e+11
T5A	8	-	2.49793e+12
T4B	16	-	4.36184e+11
T4B	8	-	1.16038e+12
T3C	16	-	4.05908e+11
T3A	16	+	2.58515e+12
T3A	8	+	8.78814e+12
T1C	16	+	2.68431e+12
T6C	4	-	1.33066e+12
T6A	4	+	6.1866e+12
T5B	12	+	5.1965e+11
T5B	6	-	1.51895e+12
T4C	4	+	3.58735e+12
T4A	16	-	1.93099e+12
T3B	6	+	6.65036e+13
T2C	16	-	1.42251e+12
T2A	16	+	1.30826e+12
T2A	8	+	1.05725e+13
T1B	16	+	1.11368e+13
T1B	8	+	1.54931e+13
T1A	3	-	2.13792e+12
T8A	9	+	2.0944e+12
T7B	9	+	1.93172e+13
T7A	4	-	6.84023e+11
T5C	4	-	1.17817e+12
T3C	4	+	3.2294e+13
T3A	16	-	2.79519e+12
T3A	8	-	3.24919e+12
T2B	6	+	4.82768e+13
T1C	16	-	1.28394e+12
T1A	16	+	1.78867e+12
T8B	7	+	4.48512e+12
T6B	9	+	9.47315e+12
T6A	4	-	1.65341e+12
T5B	12	-	7.03827e+11
T4C	4	-	6.16076e+11
T4A	4	+	1.95052e+13
T3B	12	+	9.51782e+12
T3B	6	-	1.4783e+13
T2C	4	+	3.04531e+13
T2A	16	-	1.33751e+12
T2A	8	-	3.17668e+12
T1B	16	-	4.75447e+12
T1B	8	-	4.65806e+12
T8C	5	+	5.63335e+12
T8A	9	-	8.37599e+11
T7B	9	-	7.24528e+12
T3C	4	-	5.7912e+12
T2B	12	+	3.41997e+12
T2B	6	-	8.2353e+12
T1C	4	+	1.0195e+13
T1A	16	-	6.86169e+11
T8B	13	+	5.85193e+11
T8B	7	-	1.05357e+12
T7C	5	+	3.69322e+12
T6B	9	-	1.81224e+12
T5A	9	+	2.89443e+12
T4B	9	+	2.37317e+12
T4A	4	-	5.54412e+12
T3B	12	-	3.72221e+12
T2C	4	-	4.48149e+12
T8C	5	-	1.73695e+12
T6C	5	+	8.81136e+12
T5B	7	+	4.56864e+12
T2B	12	-	1.25247e+12
T1C	4	-	2.23792e+12
T1A	4	+	1.03988e+13
T8B	13	-	4.89538e+11
T7C	5	-	9.27815e+11
T7A	5	+	5.63721e+12
T5C	5	+	9.79656e+12
T5A	9	-	8.11054e+11
T4B	9	-	9.24159e+11
T3A	9	+	1.65539e+13
T6C	5	-	4.81049e+12
T6A	5	+	2.47868e+13
T5B	13	+	8.97679e+11
T5B	7	-	2.44542e+12
T4C	5	+	4.53807e+12
T3B	7	+	5.50018e+13
T2A	9	+	6.08527e+12
T1B	9	+	2.70367e+13
T1A	4	-	2.32094e+12
T7A	5	-	1.74416e+12
T5C	5	-	2.08782e+12
T3C	5	+	5.29873e+13
T3A	9	-	4.73769e+12
T2B	7	+	3.13892e+13
T8B	8	+	2.29136e+12
T8A	1	+	1.17831e+12
T7B	1	+	1.45701e+12
T6A	5	-	5.29871e+12
T5B	13	-	5.88583e+11
T4C	5	-	1.2036e+12
T4A	5	+	1.22448e+13
T3B	13	+	6.94274e+12
T3B	7	-	9.16348e+12
T2C	5	+	1.7476e+13
T2A	9	-	1.76267e+12
T1B	9	-	9.14197e+12
T8C	6	+	4.61248e+12
T6B	1	+	4.2967e+10
T3C	5	-	1.15186e+13
T2B	13	+	4.82835e+12
T2B	7	-	9.20454e+12
T1C	5	+	5.20707e+12
T8B	14	+	7.48392e+11
T8B	8	-	1.20958e+12
T8A	1	-	6.41464e+11
T7C	6	+	3.42285e+12
T7B	1	-	1.14187e+12
T4A	5	-	2.6975e+12
T3B	13	-	3.54607e+12
T2C	5	-	3.40957e+12
T8C	6	-	8.60367e+11
T6C	6	+	9.68609e+12
T6B	1	-	1.6283e+10
T5B	8	+	2.3334e+12
T5A	1	+	8.03756e+11
T4B	1	+	2.34305e+11
T2B	13	-	2.97181e+12
T1C	5	-	1.33747e+12
T1A	5	+	1.05826e+13
T8B	14	-	5.41107e+11
T7C	6	-	1.03347e+12
T7A	6	+	5.4719e+12
T5C	6	+	7.23536e+12
T8C	10	+	1.22222e+12
T6C	6	-	8.86996e+12
T6A	6	+	3.71317e+13
T5B	14	+	6.5654e+10
T5B	8	-	9.24122e+11
T5A	1	-	3.53916e+11
T4C	6	+	3.29018e+12
T4B	1	-	9.72187e+10
T3B	8	+	2.104e+13
T3A	1	+	3.01855e+12
T1A	5	-	2.25812e+12
T7C	10	+	3.6064e+12
T7A	6	-	1.43824e+12
T5C	6	-	1.93489e+12
T3C	6	+	5.51875e+13
T2B	8	+	1.96004e+13
T2A	1	+	4.81287e+12
T1B	1	+	4.10775e+11
T8C	10	-	4.48965e+11
T8B	9	+	1.52793e+12
T8A	10	+	1.38122e+12
T8A	2	+	3.28828e+12
T7B	10	+	9.13517e+12
T7B	2	+	6.13981e+12
T6C	10	+	1.76798e+12
T6A	6	-	1.17256e+13
T5B	14	-	5.89547e+10
T4C	6	-	8.66039e+11
T4A	6	+	2.56136e+13
T3B	14	+	7.92876e+12
T3B	8	-	6.44663e+12
T3A	1	-	1.17137e+12
T2C	6	+	3.72838e+13
T8C	7	+	2.98783e+12
T7C	10	-	8.91608e+11
T7A	10	+	5.80321e+12
T6B	10	+	1.07752e+12
T6B	2	+	1.68986e+11
T5C	10	+	1.70039e+12
T3C	6	-	1.1576e+13
T2B	14	+	5.08175e+12
T2B	8	-	5.716e+12
T2A	1	-	2.39977e+12
T1C	6	+	6.96619e+12
T1B	1	-	4.45121e+11
T8B	15	+	4.49251e+11
T8B	9	-	5.18771e+11
T8A	10	-	6.90948e+11
T8A	2	-	1.56173e+12
T7C	7	+	5.35611e+12
T7B	10	-	7.81408e+12
T7B	2	-	7.41727e+12
T6C	10	-	1.77825e+12
T6A	10	+	4.32725e+12
T4C	10	+	3.2752e+12
T4A	6	-	4.36234e+12
T3B	14	-	4.41576e+12
T2C	6	-	7.40868e+12
T8C	7	-	1.0035e+12
T7A	10	-	3.03713e+12
T6C	7	+	4.61871e+12
T6B	10	-	3.08681e+11
T6B	2	-	8.40818e+10
T5C	10	-	6.10485e+11
T5B	9	+	1.84677e+12
T5A	10	+	2.2823e+12
T5A	2	+	3.88204e+12
T4B	10	+	4.7175e+12
T4B	2	+	1.6983e+12
T3C	10	+	6.32411e+12
T2B	14	-	1.8769e+12
T1C	6	-	1.55325e+12
T1A	6	+	1.92781e+13
T8B	15	-	6.00188e+11
T7C	7	-	1.43007e+12
T7A	7	+	6.19909e+12
T6A	10	-	2.94468e+12
T5C	7	+	7.27109e+12
T4C	10	-	1.6506e+12
T4A	10	+	1.06407e+13
T2C	10	+	6.59408e+12
T8C	11	+	6.68777e+11
T6C	7	-	3.43268e+12
T6A	7	+	2.68035e+13
T5B	15	+	7.94324e+11
T5B	9	-	5.74465e+11
T5A	10	-	6.25519e+11
T5A	2	-	9.19456e+11
T4C	7	+	1.75665e+12
T4B	10	-	2.50189e+12
T4B	2	-	5.44672e+11
T3C	10	-	3.58557e+12
T3B	9	+	2.40811e+13
T3A	10	+	6.94251e+12
T3A	2	+	5.90385e+12
T1C	10	+	4.53983e+12
T1A	6	-	3.43877e+12
T7C	11	+	5.08662e+12
T7A	7	-	1.72231e+12
T5C	7	-	4.2059e+12
T4A	10	-	3.04963e+12
T3C	7	+	3.62538e+13
T2C	10	-	3.09683e+12
T2B	9	+	1.07972e+13
T2A	10	+	6.47123e+12
T2A	2	+	1.16634e+13
T1B	10	+	4.72966e+13
T1B	2	+	9.55463e+12
T8C	11	-	3.71472e+11
T8A	11	+	1.22199e+12
T8A	3	+	2.22317e+12
T7B	11	+	8.22378e+12
T7B	3	+	1.48895e+12
T6C	11	+	3.36665e+12
T6A	7	-	4.60874e+12
T5B	15	-	5.82296e+11
T4C	7	-	3.90408e+11
T4A	7	+	5.489e+13
T3B	15	+	7.57993e+12
T3B	9	-	1.03969e+13
T3A	10	-	1.83255e+12
T3A	2	-	2.78226e+12
T2C	7	+	2.14518e+13
T1C	10	-	1.33688e+12
T1A	10	+	6.07189e+12
T8C	8	+	2.95616e+12
T8B	1	+	5.22271e+11
T7C	11	-	3.28998e+12
T7A	11	+	3.98662e+12
T6B	11	+	1.30721e+12
T6B	3	+	2.83694e+11
T5C	11	+	1.30434e+12
T3C	7	-	1.38033e+13
T2B	15	+	2.59089e+12
T2B	9	-	2.209e+12
T2A	10	-	3.58456e+12
T2A	2	-	3.54325e+12
T1C	7	+	1.09908e+13
T1B	10	-	1.28252e+13
T1B	2	-	3.31587e+12
T8B	16	+	9.40482e+10
T8A	11	-	4.73949e+11
T8A	3	-	7.48531e+11
T7C	8	+	6.0931e+12
T7B	11	-	1.49656e+13
T7B	3	-	1.55604e+12
T6C	11	-	2.36169e+12
T6A	11	+	5.48117e+12
T4C	11	+	2.11317e+12
T4A	7	-	1.57736e+13
T3B	15	-	4.82876e+12
T2C	7	-	4.93909e+12
T1A	10	-	1.95281e+12
T8C	8	-	1.3878e+12
T8B	1	-	3.26314e+11
T7A	11	-	2.18969e+12
T6C	8	+	2.54447e+12
T6B	11	-	1.05595e+12
T6B	3	-	1.32319e+11
T5C	11	-	3.92251e+11
T5A	11	+	1.29995e+12
T5A	3	+	4.24495e+12
T4B	11	+	2.52391e+12
T4B	3	+	1.90911e+12
T3C	11	+	3.12513e+12
T2B	15	-	1.93228e+12
T1C	7	-	2.36968e+12
T1A	7	+	1.56114e+13
T8B	16	-	3.0054e+11
T7C	8	-	2.31375e+12
T7A	8	+	2.8297e+12
T6A	11	-	1.768e+12
T5C	8	+	2.58781e+12
T5B	1	+	6.91096e+11
T4C	11	-	4.51768e+11
T4A	11	+	1.03927e+13
T2C	11	+	2.50167e+12
