t1A	t1B	t1C	t2A	t2B	t2C	t3A	t3B	t3C	t4A	t4B	t4C	t5A	t5B	t5C	t6A	t6B	t6C	t7A	t7B	t7C	t8A	t8B	t8C	Unique_peptides
Ga0196617_1003557	6677900	7480900	1.15E+07	2629900	4148100	3641600	5587200	6994800	7115200	1.2532E+07	9204200	1.177E+07	1.2186E+07	1.6811E+07	1.829E+07	1.0876E+07	2.3144E+07	903980	2.1679E+07	1.7239E+07	2.4799E+07	3.0901E+07	2.3319E+07	2.0249E+07	4
Ga0196617_1003558	5059100	8001200	1.1678E+07	0	5451200	4316800	4306200	6672200	7037300	6314400	2742100	2160000	0	0	0	2719600	3949000	3752900	5646700	1.2676E+07	4322500	3512000	0	6829200	7
Ga0196617_1003566;Ga0196617_1002821	0	0	0	538050	497880	0	670280	414340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ga0196617_1003569	9.9516E+07	7.7333E+07	7.4581E+07	3.2794E+08	2.5771E+08	3.0454E+08	2.0326E+08	3.2365E+08	3.2118E+08	2.6661E+08	3.0548E+08	3.3785E+08	2.8708E+08	1.4647E+08	1.9934E+08	3.7944E+08	3.0238E+08	4.4516E+08	3.7262E+08	5.9842E+08	2.1916E+08	3.4292E+08	3.0533E+08	3.3653E+08	25
Ga0196617_10035811	0	0	0	1768700	0	0	0	0	0	1.0625E+07	5808500	7223400	5818300	6651500	7561700	4037400	1932700	5728400	1187900	3670500	3631500	0	0	0	8
Ga0196617_1003582	0	0	0	0	0	0	536600	353880	460980	0	0	0	0	685890	1579900	0	0	0	0	0	508180	0	0	0	3
Ga0196617_1003583	1.0918E+07	9277300	1.1584E+07	2.5194E+07	2.9745E+07	1.723E+07	3.153E+07	2.8893E+07	2.9403E+07	2.4645E+07	2.4106E+07	3.7741E+07	2.3287E+07	2.9821E+07	2.2216E+07	3.3954E+07	2.7832E+07	2.4265E+07	1.6027E+07	3.6343E+07	2.3446E+07	4.2719E+07	2.3038E+07	2.8653E+07	8
Ga0196617_1003584	2988100	1909100	6346200	4799100	0	2184600	9476100	5972000	1.3865E+07	4.0506E+07	2.2114E+07	2.2053E+07	2738700	2.0569E+07	8453300	8843300	1.3681E+07	7244100	3341200	9313200	1.2226E+07	1570500	0	3094300	10
Ga0196617_1003585	0	0	0	0	0	0	0	0	0	0	983210	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10035911	0	1935100	2238000	1923800	1600300	3056600	3614100	2187100	3433400	5793600	6376200	6182200	3544700	6455600	3522200	2136000	2348500	3524400	3593800	2455400	5907300	4319700	2769300	3803600	9
Ga0196617_1003593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19147	0	1
Ga0196617_1003595	0	0	0	725890	831140	0	1580800	1136400	1156200	1348500	1204900	1425600	1275600	2028700	3281000	1877600	2953400	1714500	1072600	1928900	963970	4179100	1220400	4306100	9
Ga0196617_1003597	4.3114E+07	1.8059E+07	2.6833E+07	8.4466E+07	6.9982E+07	5.9472E+07	3.0779E+08	1.6966E+08	2.7593E+08	3.8852E+08	3.3403E+08	2.7594E+08	2.0949E+08	3.868E+08	4.8777E+08	5.4819E+08	4.0442E+08	5.7395E+08	1.9641E+08	5.5612E+08	1.9652E+08	4.93E+08	3.12E+08	4.321E+08	12
Ga0196617_1003598	616700	290530	692080	1167900	899700	948440	1.6994E+07	8233000	1.4225E+07	3.4889E+07	2.8201E+07	2.9816E+07	1.0314E+07	3.2086E+07	3.6192E+07	1.0573E+07	1.9541E+07	2.4602E+07	7539700	1.5888E+07	1.534E+07	994470	1635500	1051900	13
Ga0196617_1003603	8442400	8423200	8222200	3380800	3124400	4459800	3637200	2587700	3592600	3481200	4302300	5233600	2465600	1.337E+07	1.5233E+07	7194400	1.1283E+07	8291600	1.1066E+07	1.5382E+07	8631900	1.2708E+07	1.4307E+07	1.2271E+07	13
Ga0196617_1003604	1.2376E+08	7.326E+07	9.1648E+07	4.7708E+07	7.193E+07	6.9098E+07	3.5831E+07	4.493E+07	5.2252E+07	4.4338E+07	3.3939E+07	5.8419E+07	3.0426E+07	9.9114E+07	1.6253E+08	2.2309E+07	5.3245E+07	4.7394E+07	3.6776E+07	7.9464E+07	8532700	1.4374E+07	4.6564E+07	2.9784E+07	27
Ga0196617_1003606	0	0	0	1849500	0	0	0	3541700	0	3821000	3381100	0	0	0	0	4002400	0	3053100	3706500	3373000	4289700	5955000	0	6157000	6
Ga0196617_10036111	3061300	844180	995660	0	0	2064000	0	0	788010	378100	0	0	0	0	0	0	876490	0	0	0	0	0	0	0	3
Ga0196617_1003612	0	2928000	661560	6983200	0	705200	809830	842720	0	600400	0	1040100	0	0	0	1372700	1348400	1135600	1075900	0	2460100	0	0	0	3
Ga0196617_1003614	4328800	4237200	5659600	4480300	4393300	1468500	4487300	6128300	6610500	2753000	1929900	2837100	2737500	0	2210900	1.0736E+07	1240100	2.3989E+07	1714800	6138400	6779800	3083200	0	5588600	6
Ga0196617_1003615	1593100	1542600	3547100	3894700	4172600	3747300	4621400	3098900	2292100	1275600	1832600	2903100	1924000	0	0	3381400	0	0	1297400	1947500	1390700	0	0	0	6
Ga0196617_1003616	1.7259E+07	1.8049E+07	2.2909E+07	2.3576E+07	4.0737E+07	2.3154E+07	2.6342E+07	2.4525E+07	2.3938E+07	2.2389E+07	1.9398E+07	3.0759E+07	1.9789E+07	1.0393E+07	6368500	2.4061E+07	2.7747E+07	2.4198E+07	1.3282E+07	1.4764E+07	1.7554E+07	2.4883E+07	9735900	2.0066E+07	24
Ga0196617_1003617	1051100	0	0	2144800	3073100	4329300	1632300	1173900	0	1355000	0	2187700	0	0	1109100	1299600	1463300	1456000	1485900	0	0	0	0	0	8
Ga0196617_1003618	0	0	0	0	0	0	487170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_1003619	3920800	2698100	3171500	8694800	6817300	1.076E+07	8728900	7859300	7036300	6099900	3766000	7053000	7337500	6713000	5430500	1.1524E+07	6615000	5037000	4760900	3871800	6921100	8626800	8293400	9269200	17
Ga0196617_10036210	1.3936E+07	1.6258E+07	2.0748E+07	3.1439E+07	2.0402E+07	2.6922E+07	1.5036E+08	1.1552E+08	1.5328E+08	1.6591E+08	2.307E+08	2.1369E+08	1.6739E+08	1.6942E+08	1.8134E+08	3.7209E+08	3.559E+08	3.0809E+08	3.5211E+08	4.903E+08	3.2078E+08	4.5396E+08	4.1499E+08	5.562E+08	16
Ga0196617_10036211	4.5546E+07	3.7183E+07	3.2976E+07	1.0315E+08	6.582E+07	1.1115E+08	5.339E+08	6.4179E+08	7.7988E+08	1.0475E+09	7.3194E+08	8.1447E+08	7.3261E+08	6.185E+08	7.2841E+08	1.1274E+09	7.1133E+08	6.5583E+08	8.2877E+08	3.7634E+08	8.3498E+08	4.0877E+08	4.3678E+08	3.8083E+08	28
Ga0196617_10036212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893490	0	0	0	0	0	2
Ga0196617_10036213	1664700	2649400	2227900	5386200	5710700	3800800	5268700	5391700	5355600	6298400	5783800	5442200	1.0259E+07	5897800	7291900	4679900	4130000	4840200	5032800	6342300	1632400	4052700	3557400	3917400	6
Ga0196617_1003624	1780500	1731400	1884000	8173500	2341100	7412300	1.2437E+07	1.6084E+07	2.1625E+07	1.7337E+07	7033900	1.1293E+07	2.1376E+07	1.3998E+07	1.5022E+07	1.2532E+07	1.1182E+07	2.1451E+07	2.0975E+07	3.1448E+07	5697000	1.8547E+07	1.8686E+07	1.4379E+07	14
Ga0196617_1003626	0	0	0	416990	103520	168540	1073400	1115400	539700	0	0	0	0	0	462260	0	0	0	0	0	0	3230200	1605600	1105700	1
Ga0196617_1003627	6.9807E+07	5.7091E+07	6.2433E+07	1.3678E+08	1.4054E+08	1.1992E+08	5.0894E+08	4.0785E+08	7.9894E+08	4.6825E+08	4.9451E+08	3.3169E+08	1.0336E+09	7.1334E+08	6.834E+08	1.4644E+09	7.2695E+08	1.6086E+09	5.3518E+08	1.1558E+09	8.9596E+08	7.3104E+08	1.8022E+09	8.5117E+08	10
Ga0196617_1003628	2.4079E+07	2.5107E+07	1.9786E+07	5.6343E+07	3.5547E+07	5.4303E+07	2.1349E+08	3.0648E+08	3.1089E+08	4.3108E+08	3.1752E+08	3.3826E+08	2.7582E+08	2.4523E+08	2.9928E+08	2.7761E+08	1.4589E+08	1.6134E+08	1.8035E+08	9.1763E+07	1.4125E+08	1.0305E+08	8.71E+07	9.4602E+07	33
Ga0196617_1003629;Ga0196617_1063831	1.1373E+07	8985400	1.3358E+07	2.4647E+07	1.4457E+07	2.0207E+07	1.0202E+08	7.4931E+07	7.2465E+07	1.1941E+08	1.0222E+08	1.6176E+08	1.8004E+08	1.0479E+08	1.0789E+08	2.012E+08	1.5894E+08	1.8698E+08	1.7402E+08	3.492E+08	1.7735E+08	3.0337E+08	2.7439E+08	2.7277E+08	24
Ga0196617_10036310	4976400	4359100	2306700	5773300	5922100	6869500	7216700	5944700	9015300	5483700	4706800	7133100	2.2588E+07	1.9847E+07	2.0643E+07	2.1085E+07	3.3286E+07	1.2772E+07	1.8849E+07	2.765E+07	1642400	8953700	2.1436E+07	3.0866E+07	12
Ga0196617_10036311	484530	1864700	1754900	0	493960	356020	0	402500	646930	392900	0	387820	0	248810	230450	417650	0	0	0	372350	0	0	0	0	3
Ga0196617_1003633	2.9707E+07	3.5956E+07	4.8239E+07	1.3087E+07	3.4803E+07	2.2929E+07	3.473E+07	1.1994E+07	1.9512E+07	2.776E+07	3.4937E+07	3.6406E+07	2.6939E+07	4.114E+07	3.903E+07	2.8853E+07	5.8223E+07	2.8285E+07	4.7601E+07	6.7519E+07	8951800	3.5412E+07	5.0933E+07	6.2051E+07	25
Ga0196617_1003634	1.191E+08	1.3635E+08	1.2986E+08	7.1873E+07	7.2216E+07	9.1423E+07	5.9301E+07	8.6728E+07	1.0033E+08	8.5464E+07	6.6797E+07	1.2601E+08	1.2968E+08	1.7082E+08	1.8921E+08	1.6878E+08	1.8388E+08	1.0591E+08	1.1563E+08	9.352E+07	1.3608E+08	1.7943E+08	1.3163E+08	1.0107E+08	39
Ga0196617_1003635	2.1297E+07	2.3515E+07	2.4773E+07	1.3768E+07	1.2957E+07	1.8873E+07	2.9637E+07	2.5965E+07	3.3472E+07	1.2469E+07	2.8752E+07	2.6988E+07	3.9031E+07	2.8517E+07	3.2427E+07	2.7489E+07	3.8875E+07	2.6975E+07	1.8186E+07	4.0526E+07	2239300	6297200	2.2321E+07	1.8975E+07	14
Ga0196617_1003636	2.985E+07	3.2786E+07	2.8921E+07	1.2849E+07	2.7188E+07	2.142E+07	2.1954E+07	3.0117E+07	2.8224E+07	2.2732E+07	3.7057E+07	3.3935E+07	4.1052E+07	4.6809E+07	4.7418E+07	3.1077E+07	4.9855E+07	4.9421E+07	6.3059E+07	8.2535E+07	6956600	5.2518E+07	5.3101E+07	5.5342E+07	12
Ga0196617_1003637	1.9805E+07	3.6783E+07	9859100	2.2493E+07	3.4028E+07	3.6783E+07	1.5895E+07	7806800	1.521E+07	1.2534E+07	2.0466E+07	4.0977E+07	2.6644E+07	3.3774E+07	1.9183E+07	4.7444E+07	6.3375E+07	5336400	4.7185E+07	7147700	6.4212E+07	5.1074E+07	4.275E+07	5.9213E+07	5
Ga0196617_1003638	2005900	3048000	3148500	2234700	3814100	2686700	2297000	6316700	9796300	2921700	4891200	7532200	1.247E+07	2.2608E+07	2.1152E+07	1.0839E+07	1.8056E+07	1.1454E+07	1.6913E+07	1.8768E+07	1308800	1.0737E+07	2.1854E+07	1.4017E+07	15
Ga0196617_1003639	4.2357E+07	5.2259E+07	7.095E+07	2.0757E+07	1.8779E+07	2.9467E+07	1.6734E+07	2.3852E+07	2.0506E+07	2.3718E+07	2.4029E+07	2.9505E+07	1.8015E+07	3.7246E+07	2.3103E+07	2.764E+07	4.3474E+07	5.2518E+07	4.3314E+07	8.1326E+07	6.0426E+07	5.5395E+07	5.8617E+07	4.0214E+07	26
Ga0196617_1003641	0	0	1927000	2668100	682510	0	2.2855E+07	2104700	9132200	3846300	4102500	4157200	0	2208500	0	5273900	2238700	9057700	2669800	4400300	0	1393400	0	0	6
Ga0196617_10036410	0	0	0	0	0	0	1098200	674940	889820	0	0	0	0	0	1179300	600750	0	0	0	0	0	1169800	0	1040500	2
Ga0196617_1003642	5225300	5270400	1.0141E+07	2.2797E+07	1.8568E+07	1.8771E+07	6.9063E+07	6.2286E+07	7.7908E+07	1.2604E+08	1.0685E+08	1.2021E+08	3.5758E+07	1.5552E+08	1.1937E+08	4.1082E+07	1.0546E+08	1.1169E+08	7.4701E+07	1.6827E+08	1.2281E+08	1.4578E+08	9.3711E+07	7.3469E+07	19
Ga0196617_1003645	633530	0	3295500	2521200	1.7867E+07	1.5352E+07	1.2245E+07	3328900	1.0275E+07	5275800	2682900	2862600	1857100	8812500	1.8339E+07	8660900	3674400	3603100	4305400	1.0983E+07	2109700	8435400	3448300	1.5819E+07	4
Ga0196617_1003646	0	0	0	4026800	3579700	3292800	6767200	4918000	6808000	4067500	4512100	5931800	2104800	3987000	5560900	4726100	5610800	5720700	2411800	7834800	3403400	3632100	0	2609700	8
Ga0196617_1003647	1.2464E+07	7645600	6592700	1.4577E+07	1.1567E+07	1.4091E+07	2.7496E+07	2.2045E+07	2.8931E+07	3.9234E+07	3.4523E+07	2.2117E+07	1.3897E+07	2.2748E+07	1.4671E+07	2.6716E+07	5.4789E+07	3.5684E+07	7137400	4.6797E+07	1.1563E+07	1.1721E+07	9255100	7745400	10
Ga0196617_1003648	1205100	0	2080900	1808700	0	0	0	0	2462700	3683800	2322100	4583900	0	0	0	3101000	5506400	4137600	2061700	7997300	1364600	0	0	0	4
Ga0196617_1003649	5718900	5778900	5666300	1.3508E+07	2.1972E+07	1.4505E+07	6.15E+07	7.4563E+07	9.7813E+07	1.0996E+08	7.3008E+07	9.5871E+07	2.7301E+07	9.4083E+07	1.119E+08	1.0538E+08	1.291E+08	8.2836E+07	6.9089E+07	9.3677E+07	1.1454E+08	1.0625E+08	6.3713E+07	3.8116E+07	10
Ga0196617_1003662	0	0	0	0	0	0	0	0	0	2.081E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7342600	0	0	0	0	0	0	1
Ga0196617_1003681	0	0	0	9670700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_1003683	0	4302500	1.2623E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ga0196617_1003712	0	0	777560	2186700	3387700	1270000	4680700	1734300	926340	0	0	0	1933600	1872400	1660900	2023900	0	0	0	0	0	1501700	1770500	2087200	7
Ga0196617_1003713	0	345000	686160	564530	551280	777410	818150	522330	405540	649000	534710	643780	511340	733180	0	414070	0	0	531260	0	744870	787650	0	0	7
Ga0196617_1003714	7225600	1.7553E+07	3.046E+07	3.1865E+07	2.1707E+07	3.3864E+07	2.5981E+07	2.708E+07	2.6705E+07	2.301E+07	1.9687E+07	2.0234E+07	2.0742E+07	1.6309E+07	1.8802E+07	1.2911E+07	1.662E+07	2.0639E+07	1.8442E+07	1.2782E+07	1.5352E+07	2.6263E+07	1.5914E+07	1.7582E+07	43
Ga0196617_1003715	2287800	2165200	3136200	5481300	6206200	6769600	8734000	4988800	6649900	4309800	3339400	5233500	2321700	7349200	4218600	5276700	3551000	2788800	3702700	3150800	2744400	3102300	1970200	3021700	9
Ga0196617_10037311	0	559270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_1003732	0	0	3482900	1505200	1687800	0	2013600	1461100	2307100	6271000	3997500	2232300	2135700	1.1107E+07	1.5766E+07	4203000	3322500	6352500	5942900	1.1357E+07	2167800	1.331E+07	6060200	6436900	8
Ga0196617_1003734	0	0	0	0	0	0	0	0	0	2258000	2726700	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Ga0196617_1003735	0	0	0	0	0	0	1492700	743420	883630	767920	0	0	0	0	0	1116200	0	851870	0	0	0	1348800	0	0	4
Ga0196617_1003737	2140300	1.4255E+07	2275900	3066900	5116200	2543700	3.3936E+07	1.0871E+07	1.308E+07	2.9497E+07	3.2076E+07	4.0408E+07	4342200	2.1302E+07	1.4982E+07	9805900	1.9789E+07	1.6366E+07	3064600	2.1558E+07	2623600	6155500	1505700	6412200	20
Ga0196617_1003739	0	0	0	1893600	2074800	0	7546600	0	3333900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003751;Ga0196617_1090351;Ga0196617_1041952	1.2585E+07	2.6775E+07	2.4303E+07	3.5154E+07	3.6394E+07	4.7129E+07	7.0787E+07	4.6705E+07	1.1861E+08	8.9012E+07	3.9625E+07	3.7946E+07	1.0074E+08	4.5119E+07	6.642E+07	1.4589E+08	1.286E+08	756450	9.9801E+07	1.0292E+07	5.6863E+07	6.9983E+07	3.6336E+07	3.0659E+07	4
Ga0196617_1003752	7.2926E+07	5.6548E+07	6.3341E+07	7.9057E+07	1.243E+08	7.2278E+07	1.4855E+08	1.4023E+08	1.2499E+08	2.0607E+08	1.9261E+08	2.1849E+08	2.3623E+08	1.1639E+08	1.3931E+08	2.3062E+08	2.9764E+08	2.5182E+08	2.8468E+08	2.6801E+08	2.3289E+08	3.7103E+08	2.2688E+08	3.4832E+08	5
Ga0196617_1003753	2551500	2689300	2466900	1.3177E+07	7223600	5580100	1.3816E+07	2.465E+07	3.3038E+07	2.5329E+07	2.7043E+07	2.5215E+07	3.1365E+07	2.8933E+07	3.661E+07	7560600	5755900	5640300	5452800	6918100	1453200	2789600	2409300	1894400	20
Ga0196617_1003755	2.3927E+08	2.3046E+08	2.0535E+08	1.3356E+08	1.7089E+08	1.0309E+08	1.8911E+08	1.087E+08	1.0764E+08	2.3395E+08	1.3794E+08	1.9807E+08	1.2806E+08	1.3104E+08	7.9203E+07	2.0857E+08	1.9723E+08	1.9453E+08	2.1438E+08	3.6916E+08	2.5601E+08	1.9668E+08	1.8943E+08	1.8207E+08	22
Ga0196617_1003756	5.836E+07	5.3421E+07	4.0273E+07	3.3188E+07	4.3822E+07	3.6947E+07	4.3209E+07	5.3814E+07	3.7114E+07	5.2798E+07	5.637E+07	7.0436E+07	5.7718E+07	4.316E+07	3.06E+07	6.7768E+07	3.9673E+07	4.9091E+07	8.3541E+07	3.8759E+07	8.1037E+07	9.836E+07	8.873E+07	9.1548E+07	19
Ga0196617_1003757	5.2764E+07	5.8343E+07	9.0782E+07	6.3506E+07	6.2964E+07	6.2912E+07	8.2235E+07	4.5379E+07	5.7232E+07	9.074E+07	6.7361E+07	7.1417E+07	5.4786E+07	8.3224E+07	7.0499E+07	7.4049E+07	9.1751E+07	8.0856E+07	9.2149E+07	1.4686E+08	8.1475E+07	8.5987E+07	6.3763E+07	8.1833E+07	20
Ga0196617_1003758	2.5234E+08	3.0962E+08	2.9942E+08	2.6203E+08	2.3491E+08	2.4713E+08	1.8343E+08	2.8233E+08	2.9002E+08	4.8434E+08	2.2955E+08	2.9475E+08	5.1464E+08	3.6714E+08	3.0846E+08	7.4136E+08	7.4495E+08	1.8503E+08	5.7546E+08	3.972E+08	3.0761E+08	3.7778E+08	3.7625E+08	5.908E+08	19
Ga0196617_1003759	1.0194E+07	2.4535E+07	4.2039E+07	7500900	2.8083E+07	1.257E+07	2.9163E+07	2.8929E+07	3.0879E+07	1.9063E+07	2.2504E+07	6485600	1.6804E+07	9879600	1.1014E+07	1.3042E+07	7455600	2.3718E+07	2.6328E+07	3.2656E+07	7918300	1.7788E+07	4131000	1.6882E+07	12
Ga0196617_1003763	0	0	0	590910	152700	0	0	0	0	0	0	140780	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003766;Ga0196617_1003498	1082000	1774100	1798900	2134000	1537100	2027100	3895500	3734600	5370200	2799800	1466700	2864600	3597400	1896900	2756400	3151100	2246400	1777600	1753300	2652400	1337600	2501000	1653000	1820000	8
Ga0196617_1003767	3.035E+07	3.2859E+07	4.2532E+07	1.0037E+08	6.3639E+07	7.793E+07	6.9113E+07	9.9706E+07	9.0938E+07	1.1301E+08	9.3566E+07	8.8142E+07	8.3122E+07	7.5134E+07	9.4818E+07	6.6776E+07	1.2584E+08	1.7465E+08	1.161E+08	2.381E+08	1.096E+08	1.0169E+08	1.388E+08	8.6018E+07	25
Ga0196617_1003768	1.1002E+07	1.0468E+07	6681800	4.2467E+07	3.4665E+07	3.8373E+07	3.1356E+07	4.921E+07	2.6729E+07	2.9722E+07	2.1347E+07	3.3855E+07	5.0854E+07	3.0251E+07	4.0799E+07	3.1945E+07	4.397E+07	6.2742E+07	5.6204E+07	4.8908E+07	3.6352E+07	3.3471E+07	5.134E+07	4.6719E+07	17
Ga0196617_1003769	4973200	6215600	2352600	1.9361E+07	5247500	1.7348E+07	8679000	1.6729E+07	1.1009E+07	2.306E+07	1.4337E+07	1.4837E+07	1.6884E+07	2753100	3349300	6297600	3454100	2251500	4352900	2551100	3313600	0	1563800	1471200	14
Ga0196617_1003802	1.4403E+07	1.9683E+07	2.2784E+07	4.5693E+07	5.6684E+07	3.7103E+07	4.5185E+07	3.6987E+07	6.7073E+07	6.5474E+07	4.5972E+07	4.2425E+07	8.0787E+07	5.5917E+07	7.1921E+07	9.1349E+07	6.9952E+07	7.7252E+07	7.0124E+07	1.3224E+08	5.3012E+07	9.6273E+07	8.5534E+07	9.573E+07	15
Ga0196617_1003804	6.4872E+07	3.1051E+07	2.3577E+07	8.7651E+07	1.0613E+08	1.0086E+08	1.952E+08	1.562E+08	2.0979E+08	1.4404E+08	1.1919E+08	1.7498E+08	4.4409E+08	3.888E+08	4.0234E+08	3.375E+08	2.1585E+08	2.5374E+08	2.7217E+08	3.8142E+08	1.4311E+08	5.8446E+08	7.0455E+08	5.7035E+08	14
Ga0196617_1003805	2.0956E+07	1.7179E+07	1.1836E+07	3.6482E+07	3.1578E+07	3.4589E+07	2.6866E+07	3.9723E+07	2.4848E+07	3.9838E+07	2.995E+07	3.9156E+07	4.2256E+07	2.7038E+07	3.5968E+07	2.965E+07	3.1745E+07	1.6278E+07	4.6228E+07	1.5763E+07	1.6835E+07	2.2589E+07	2.9521E+07	1.9589E+07	13
Ga0196617_1003806	1.221E+07	1.1743E+07	1.2886E+07	5.577E+07	5.3985E+07	3.9259E+07	1.0287E+08	8.7167E+07	7.7621E+07	6.9579E+07	7.6161E+07	1.1651E+08	1.3859E+08	8.8748E+07	9.3423E+07	1.2202E+08	8.2311E+07	8.9402E+07	1.0713E+08	1.3524E+08	5.9576E+07	1.8486E+08	1.0725E+08	1.5898E+08	17
Ga0196617_1003807	0	0	0	0	0	0	0	0	0	133480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003808	0	0	0	0	0	0	0	0	0	1569800	0	1280800	0	0	0	0	0	0	0	0	0	0	0	0	6
Ga0196617_1003811;Ga0196617_1056131;Ga0196617_1005983;Ga0196617_1006101;Ga0196617_1009743;Ga0196617_1081381	1.2321E+07	2.9125E+07	4.5284E+07	8733200	1.6934E+07	1.1309E+07	1.5162E+07	1.526E+07	8127800	7452200	7937400	8392700	7814500	4548600	2499900	8279900	6927400	3971400	4903900	3235700	9574200	6243500	8287400	3652900	13
Ga0196617_1006108;Ga0196617_10038111;Ga0196617_1018032;Ga0196617_1022582;Ga0187564_10234;Ga0187557_100334	1.7777E+07	3700200	6352100	4495900	1.3986E+07	1.1989E+07	4215500	0	1181500	1215100	0	0	4144600	3940200	1258100	9182700	0	0	934800	1018300	0	6217800	5596400	1.8406E+07	3
Ga0196617_10038112;Ga0196617_1035571	0	0	1308300	1035700	1082400	2386300	1432100	875730	0	0	0	0	0	0	0	0	0	0	0	0	0	431650	0	0	3
Ga0196617_10038113;Ga0196617_1130061;Ga0196617_1035572;Ga0187564_10232;Ga0187557_100332	0	0	0	0	0	1773700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003816;Ga0196617_1092361;Ga0187564_10239;Ga0187557_100339	0	0	0	0	331290	222440	0	0	0	146830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_1003824	0	1175800	141870	1149200	292400	1445500	2142900	1330400	1525900	1702600	563220	3863300	955240	7666100	8938900	4039300	2053200	1488600	3637600	1771300	2402500	7316400	2619200	1180100	8
Ga0196617_1003825	0	0	0	1006800	854970	0	1594700	0	2159800	2259300	0	2768900	1799900	1523900	1098400	2591100	1.1361E+07	0	0	0	3400000	0	0	0	6
Ga0196617_1003855	0	0	0	0	0	0	0	0	0	73282	0	0	0	0	0	0	0	0	0	0	0	217180	0	0	3
Ga0196617_1003856;REV__Ga0196617_1003041	832950	834860	2381900	3812800	1359000	4205200	6236200	6503800	1.1047E+07	1.2955E+07	1.1128E+07	1.0918E+07	7351200	1.5329E+07	1.543E+07	1.9369E+07	1.617E+07	2.271E+07	1.6378E+07	3.048E+07	8825800	2.3765E+07	1.8962E+07	1.5561E+07	14
Ga0196617_1003857	0	0	1053100	686790	606020	0	3938500	2119700	1877400	4930900	5795300	3003900	1803300	1597300	1.1398E+07	1.0197E+07	4898500	9116900	5335200	1.1809E+07	3358200	2.3003E+07	5693000	0	4
Ga0196617_1003893	1503400	789560	4833900	4684500	1142200	4564300	8768800	4864300	9701900	1.9949E+07	7059900	1.4937E+07	3733500	9775600	1.3648E+07	1.4055E+07	7018100	2.4153E+07	5818100	2.9596E+07	7860100	2.9166E+07	1.021E+07	1.4827E+07	11
Ga0196617_1003894	2984000	4444100	3311400	6007700	8197500	8090500	1.9379E+07	1.3593E+07	2.3742E+07	6.0968E+07	2.8716E+07	6.5101E+07	2.3612E+07	5.1728E+07	4.5959E+07	4.4167E+07	5.3723E+07	3.3202E+07	4.1094E+07	4.2132E+07	4.394E+07	8.6933E+07	4.4058E+07	4.2934E+07	27
Ga0196617_1003898	0	2117400	0	0	0	0	0	0	0	729120	0	0	0	0	0	0	0	0	0	0	589970	1177900	0	0	2
Ga0196617_1003921	1326000	3516900	4153600	1.9577E+07	2.1369E+07	2.0573E+07	8.9592E+07	5.1966E+07	7.0886E+07	7.9165E+07	3.7109E+07	5.2903E+07	3.1613E+07	2.3715E+08	1.0757E+08	5.1276E+07	4.8716E+07	5.3862E+07	1.1155E+07	1.552E+08	1.4227E+08	2.4421E+08	9.1134E+07	2.1003E+08	29
Ga0196617_1003926	3810000	3295300	2269100	3063900	2277600	2267500	9919900	4296300	4437100	2.3266E+07	1.5994E+07	1.7952E+07	6938300	2.4701E+07	2.9384E+07	2.5015E+07	3.8548E+07	1.7695E+07	1.5195E+07	1.8364E+07	3674500	3.6896E+07	3.0727E+07	2.8635E+07	19
Ga0196617_1003943	1587200	692990	2457000	0	1106500	0	3106300	1681800	1227900	1.9275E+07	7310200	1.3911E+07	5379700	1.7465E+07	2.2154E+07	1.279E+07	2.3215E+07	2.0645E+07	1.8664E+07	4.0092E+07	3881700	1.981E+07	1.3558E+07	1.7829E+07	13
Ga0196617_1003944	0	0	0	845650	1584800	0	6558600	4464200	5592100	9480400	7864300	1624300	8997700	1.5021E+07	1.8162E+07	6475800	5516100	9464100	6339100	2358300	5768300	2.4553E+07	1.9236E+07	1.9201E+07	6
Ga0196617_1003949	2952900	1775900	3351700	6996300	3128100	3487900	8101600	5611300	5997100	1.9828E+07	1.5902E+07	1.6295E+07	5684600	1.0907E+07	5117100	1.2999E+07	1.6447E+07	5725500	1.1018E+07	2.5499E+07	1.0722E+07	2.3381E+07	1.6023E+07	1.8384E+07	12
