T1	A	1.70666666666667E-05
T1	B	1.74933333333333E-05
T1	C	1.86311111111111E-05
T2	A	7.18933333333333E-05
T2	B	9.15911111111113E-05
T2	C	7.2177777777778E-05
T3	A	0.0001700267
T3	B	0.0001731556
T3	C	0.0001283556
T4	A	0.0001863111
T4	B	0.0001512533
T4	C	0.0001987556
T5	A	0.0001823289
T5	B	0.0001916444
T5	C	0.0001604267
T6	A	0.0001942044
T6	B	0.0001694578
T6	C	0.0001614222
T7	A	0.0001344
T7	B	0.0001448533
T7	C	0.0001633422
T8	A	0.0001472711
T8	B	0.0001368178
T8	C	0.0001725156

